seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t5_4_1_0.tob,27,,未翻,
2,0x1c,system,system,r2_t5_4_1_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン5_投票前イベント,27,ROM2_回合5_投票前事件,人工定稿,
4,0x48,dialogue,narrative,ロム2_TURN5_投票,16,ROM2_回合5_投票,人工定稿,P7 校对修正: 标签前缀统一(ロム2_TURN5→ROM2_回合5)
5,0x59,dialogue,narrative,前コOM2_ターン5_投票分岐,24,前コOM2_回合5_投票分支,人工定稿,终轮分岐行统一: 分岐→分支(2/2)
6,0x74,dialogue,narrative,霞ﾆ投票,7,投給霞,人工定稿,
7,0x7c,dialogue,narrative,圭介ﾆ投票,9,投給圭介,人工定稿,
8,0x86,dialogue,narrative,0.唯柚ﾆ投票,11,0.投給唯柚,人工定稿,
9,0x92,dialogue,narrative,0.<switch_err> ﾆ分岐ｼﾃｷﾀ,24,0.<switch_err> 分支到了,人工定稿,"终轮分岐行统一: ﾆ=助词に, 基准形 分支到了"
10,0xac,dialogue,narrative,ターン5_調査分岐,16,回合5_調査分支,人工定稿,终轮分岐行统一: 分岐→分支(2/2)
11,0xc0,dialogue,narrative,香菜ｦ調査,9,調査香菜,人工定稿,
12,0xca,dialogue,narrative,0.圭介ｦ調査,11,0.調査圭介,人工定稿,
13,0xd6,dialogue,narrative,0.霞ｦ調査,9,0.調査霞,人工定稿,
14,0xe0,dialogue,narrative,唯柚ｦ調査,9,調査唯柚,人工定稿,
15,0xea,dialogue,narrative,0.フェードアウト,16,0.淡出,人工定稿,
16,0xfc,dialogue,narrative,ロム2_ターン5_汎用,18,ROM2_回合5_汎用,人工定稿,
17,0x110,dialogue,narrative,ロム2_ターン5_終了時美紀でﾅｲ,28,ROM2_回合5_結束時非美紀,人工定稿,
18,0x130,dialogue,narrative,だｲﾀｲﾉ話ｦ聞ｷ終ｴﾃ､,17,大致聽完了事情，,人工定稿,
19,0x142,dialogue,narrative,時私ﾊ再び美紀ｸﾝﾉﾄｺﾛﾍﾔｯﾃｷﾀ｡,26,此時我再次來到了美紀那裡。,人工定稿,
20,0x160,dialogue,narrative,ロム2_ターン5_美紀合流,22,ROM2_回合5_與美紀會合,人工定稿,
21,0x178,system,system,0968,4,,未翻,
22,0x17d,dialogue,narrative,_4_｢ﾐﾝﾅﾆﾓ話ｦ聞ｲﾃｷﾀが､,21,_4_｢也向大家打聽過，,人工定稿,
23,0x194,dialogue,narrative,ﾔﾊﾘ香菜ｸﾝﾊ疑ﾜﾚﾃｲﾙﾗｼｲ｣,21,果然香菜似乎被懷疑｣,人工定稿,
24,0x1ac,system,system,0703,4,,未翻,
25,0x1b1,dialogue,narrative,_4_｢ｵ姉ｻﾏﾉ調査でﾊ香菜ｻﾝﾊ……｣,29,_4_｢姐姐大人調査，香菜……｣,人工定稿,
26,0x1d0,system,system,0969,4,,未翻,
27,0x1d5,dialogue,narrative,_4_｢シリアルキラーでﾊﾅｶｯﾀ｣,26,_4_｢他並不是連環殺手｣,人工定稿,
28,0x1f0,system,system,0704,4,,未翻,
29,0x1f5,dialogue,narrative,_4_｢……香菜ｻﾝが怪ｼﾏﾚﾃﾙﾉﾓ,25,_4_｢……香菜被懷疑之事,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
30,0x210,dialogue,narrative,ﾔｯぱﾘXﾉｾｲﾅﾝでｽｶﾈ?｣,18,果然還是X的錯?｣,人工定稿,"P7 校对修正: 求确认句尾按 v1.4 卡去咯, 保问号"
31,0x224,system,system,0970,4,,未翻,
32,0x229,dialogue,narrative,_4_｢ｿｳだﾅ｡,10,_4_｢是哦,人工定稿,
33,0x234,dialogue,narrative,自業自得ﾆ見ｴﾙが､ｿﾚｦｳﾏｸ助長ｼﾃ,28,看似自作自受，卻被人巧妙助長,人工定稿,
34,0x254,dialogue,narrative,怪ｼｸ見ｴﾙﾖｳﾅ噂が広ﾏｯﾃｲﾀﾖｳﾆ思ｳ｣,29,各種看似可疑的傳聞流傳開來｣,人工定稿,
35,0x274,system,system,0971,4,,未翻,
36,0x279,dialogue,narrative,_4_｢作為的ﾅﾓﾉﾄﾓ考ｴﾗﾚﾙﾅ｣,23,_4_｢也可説是刻意為之｣,人工定稿,
37,0x294,system,system,0705,4,,未翻,
38,0x299,dialogue,narrative,_4_｢ﾈｴ､ｵ姉ｻﾏ……ﾔｯぱﾘ樫沢ｦ殺ｼﾀﾉｯﾃ､,34,_4_｢欸，姐姐大人……殺死樫澤的，,人工定稿,
39,0x2bc,dialogue,narrative,『X』ｯｽｶﾈ?｣,11,是X?｣,人工定稿,"P7 校对修正: 求确认句尾按 v1.4 卡去咯, 保问号"
40,0x2c8,system,system,0972,4,,未翻,
41,0x2cd,dialogue,narrative,_4_｢……他ﾆ樫沢氏ｦ殺ｽメリットﾉｱﾙ人間ﾅﾝﾃ,39,_4_｢……要説殺死樫澤能有什麼好處的人，,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
42,0x2f8,dialogue,narrative,ｲﾅｲﾊずだｶﾗﾅ｣,12,根本不會有｣,人工定稿,机翻警告: quote_unbalanced
43,0x305,system,system,ts,2,,未翻,
44,0x308,system,system,0706,4,,未翻,
45,0x30d,dialogue,narrative,_4_｢……ｷｯﾄ､ｱｲﾂがﾏﾄﾒ役だｯﾀｶﾗ……｣,33,_4_｢……因為那個人是協調者……｣,人工定稿,
46,0x330,system,system,0973,4,,未翻,
47,0x335,dialogue,narrative,_4_｢香菜ｸﾝﾆ投票ｦ集ﾒｻｾﾙ計画ﾊ､,28,_4_｢讓票集中投給香菜的計畫,人工定稿,
48,0x354,dialogue,narrative,『X』ﾆﾄｯﾃﾊ樫沢氏ｦ消ｽ,20,對『X』而言消滅樫澤,人工定稿,
49,0x36c,dialogue,narrative,絶好ﾉチャンスだｯﾀﾝだﾛｳ｣,23,的絶好機會｣,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
50,0x384,dialogue,narrative,『警官』が香菜ｸﾝｦ守ﾚば､,23,只要『警官』保護香菜，,人工定稿,
51,0x39c,dialogue,narrative,ｿﾚﾏで守ﾗﾚﾃｲﾀ樫沢氏ﾊノーガードだ｡,32,在那之前受保護的樫澤便毫無防備。,人工定稿,
52,0x3c0,dialogue,narrative,狙ｳﾅﾗ､ｺﾉタイミングでｼｶﾅｶｯﾀﾉだﾛｳ｡,32,若要下手，就只能趁這個時機了。,人工定稿,
