seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t7_1_0_0.tob,27,,未翻,
2,0x1c,system,system,r2_t7_1_0_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン7,12,ROM2_回合7,人工定稿,
4,0x3c,dialogue,label,ROM2_ターン7_紅春ﾉ罠,20,ROM2_回合7_紅春圈套,人工定稿,P7 复核修正
5,0x54,dialogue,command,フェードアウト,14,,未翻,
6,0x64,dialogue,narrative,ロム2_紅春ﾉ罠,13,ROM2_紅春圈套,人工定稿,P7 复核修正
7,0x72,system,system,s,1,,未翻,
8,0x74,dialogue,narrative,……危惧ｼﾃｲﾀ通ﾘ､再び犠牲者ﾊ出ﾃｼﾏｯﾀ｡,35,……正如所擔心的，犧牲者再次出現。,人工定稿,P7 校对修正
9,0x98,dialogue,narrative,ｼｶﾓ一度ﾆ､四人ﾓﾉ命が……｡,24,而且一次就四人喪命……。,人工定稿,
10,0xb4,dialogue,narrative,誰ﾓ殺ｼﾀｸﾅｲﾉﾆ､誰一人ﾄｼﾃ助ｹﾙｺﾄが,30,明明誰都不想殺，卻一個也救不了,人工定稿,
11,0xd4,dialogue,narrative,出来ﾅｲ無力ｻﾆ､私ﾊ唇ｦ噛ﾐ締ﾒﾙ｡,27,面對這無力感，我咬緊嘴唇。,人工定稿,
12,0xf0,system,system,0170,4,,未翻,
13,0xf5,dialogue,narrative,_1_｢許ｼﾃ……許ｼﾃｪｴ!｣,20,_1_｢原諒我、原諒我｣,人工定稿,P7 校对修正
14,0x10c,dialogue,narrative,不意ﾆ､薫ｻﾝが泣ｷ叫び､ｿﾉ場ﾆｳずｸﾏｯﾀ｡,33,薰突然哭喊着，當場蹲了下來。,人工定稿,
15,0x130,system,system,0094,4,,未翻,
16,0x135,dialogue,narrative,_1_｢ど､どｳｼﾀﾝでｽｶ……!｣,23,_1_｢怎、怎麼了……！｣,人工定稿,
17,0x150,system,system,0171,4,,未翻,
18,0x155,dialogue,narrative,_1_｢ﾂﾑじｸﾝﾆ投票ｼﾀﾉﾊ私ﾅﾝでｽ……!,31,_1_｢投票給旋的人是我……！,人工定稿,机翻警告: quote_unbalanced
19,0x178,dialogue,narrative,だｶﾗ､ﾂﾑじｸﾝｦ殺ｼﾀﾉﾊ……｣,23,所以，殺了旋的是……｣,人工定稿,机翻警告: quote_unbalanced
20,0x190,dialogue,narrative,ﾏずｲﾄ思ｯﾀが､ﾊﾙｶｸﾝﾊ泣ｷ崩ﾚﾃｲﾃ,27,覺得不太妙，遙正哭得崩潰,人工定稿,
21,0x1ac,dialogue,narrative,どｳﾔﾗ聞ｺｴﾃﾅｶｯﾀﾗｼｲ｡,18,看來似乎沒有聽見。,人工定稿,
22,0x1c0,dialogue,narrative,ﾓｼ聞ｺｴﾃｲﾀﾗ､ﾊﾙｶｸﾝﾊ暴ﾚﾃ,21,若被聽到，遙會動粗,人工定稿,
23,0x1d8,dialogue,narrative,暴力判定ﾉ反則ﾆﾅｯﾃｲﾀｶﾓｼﾚﾅｲ｡,26,被判成暴力違規也説不定。,人工定稿,
24,0x1f4,dialogue,narrative,ﾓﾊﾔ……何ﾓｶﾓが一触即発だ｡,25,已經……馬上就要失控了。,人工定稿,
25,0x210,system,system,0840,4,,未翻,
26,0x215,dialogue,narrative,_1_｢で､でﾓ……誰が死ﾝでﾓｵｶｼｸﾅｲ,30,_1_｢可、可是……誰死都不奇怪,人工定稿,
27,0x234,dialogue,narrative,状況だｼ……｣,12,的状況……｣,人工定稿,机翻警告: quote_unbalanced
28,0x241,system,system,ts,2,,未翻,
29,0x244,dialogue,narrative,美紀ｸﾝが薫ｻﾝﾆフォローｦ入ﾚﾙﾄ,27,美紀出聲替薰圓場，,人工定稿,
30,0x260,dialogue,narrative,紅春ｸﾝが驚ｲﾀ顔ｦ見ｾﾀ｡,20,紅春露出驚訝的表情。,人工定稿,
31,0x278,system,system,0095,4,,未翻,
32,0x27d,dialogue,narrative,_1_｢美紀ｻﾝ……ｿﾝﾅｺﾄ言ｳﾝでｽｶ!?,29,_1_｢美紀……怎説這種話！？｣,人工定稿,
33,0x29c,dialogue,narrative,人がｺﾝﾅﾆｲｯぱｲ死ﾝでﾙﾝでｽﾖ!!｣,27,已經有這麼多人死了呀!!｣,人工定稿,P7 终轮收口(主謀/双叹/標題/全角叹号)
34,0x2b8,system,system,0841,4,,未翻,
35,0x2bd,dialogue,narrative,_1_｢ｱ……ｱﾀｼ､ｿﾝﾅﾂﾓﾘじｬ……｣,27,_1_｢欸……不是那意思……｣,人工定稿,
36,0x2dc,system,system,0096,4,,未翻,
37,0x2e1,dialogue,narrative,_1_｢ｿﾚでﾓ……最低でｽ……｣,25,_1_｢即便如此……太差勁了｣,人工定稿,P7 人工补译
38,0x2fc,dialogue,narrative,紅春ｸﾝﾉ言葉ﾆ､,13,紅春的話，,人工定稿,
39,0x30a,system,system,s,1,,未翻,
40,0x30c,dialogue,narrative,美紀ｸﾝﾊﾓﾊﾔ何ﾓ言ｴﾅｸﾅｯﾀ……｡,26,美紀已經無話可説了……。,人工定稿,
41,0x328,dialogue,narrative,ロム2_紅春ﾉ罠_トゥルー,22,ROM2_紅春圈套_真實,人工定稿,P7 校对修正
42,0x340,dialogue,narrative,私ﾊｿﾉ紅春ｸﾝｦ冷ﾔﾔｶﾅ目で睨ﾑ｡,26,我用冷漠的眼神望向紅春。,人工定稿,
43,0x35c,dialogue,narrative,ﾖｸ言ｴﾀﾓﾉだﾄ､呆ﾚｻｴｽﾙ｡,20,這種話，我都驚呆了。,人工定稿,
44,0x374,dialogue,narrative,ロム2_紅春ﾉ罠_薫リーチ,22,ROM2_紅春圈套_薰接觸,人工定稿,P7 校对修正
45,0x38c,dialogue,narrative,現在生ｷ残ｯﾃｲﾙ5人｡,17,還活著的5人。,人工定稿,
46,0x39e,dialogue,narrative,ー私､美紀ｸﾝ､ﾊﾙｶｸﾝ､紅春ｸﾝ､薫ｻﾝ｡,30,ー我、美紀、遙、紅春、薰。,人工定稿,机翻警告: kana_residue; 机翻警告: kana_residue
47,0x3c0,dialogue,narrative,ｺﾉ中で調べﾃｲﾅｲﾉﾊ､,17,其中還沒調査的，,人工定稿,
48,0x3d4,dialogue,narrative,紅春ｸﾝﾄﾊﾙｶｸﾝだｹ｡,16,只有紅春和遙。,人工定稿,
49,0x3e8,dialogue,narrative,だが､死ﾇ間際ﾆﾂﾑじｸﾝが言ｯﾃｲﾀ｡,28,但是，旋在臨死前説過。,人工定稿,
50,0x408,dialogue,narrative,ﾊﾙｶｸﾝﾊ市民だﾄ｡,14,遙是市民。,人工定稿,
51,0x418,dialogue,narrative,ｿﾉ他ﾉ状況､今ﾏでﾉ言動ｦ考ｴﾃﾓ､,27,從其他状況和至今言行來看，,人工定稿,
52,0x434,dialogue,narrative,彼女がシリアルキラーだﾄｲｳﾉﾊｱﾘ得ﾅｲ｡,34,説他是連環殺手是不可能的。,人工定稿,
53,0x458,dialogue,narrative,ﾂﾏﾘ……｡,8,即……。,人工定稿,
54,0x461,dialogue,narrative,_0.ロム2_紅春ﾉ罠_ﾊﾙｶ済,22,_0.ROM2_紅春圈套_遙已,人工定稿,P7 校对修正
55,0x478,dialogue,narrative,紅春ｸﾝだｹ｡,10,只有紅春。,人工定稿,
56,0x483,dialogue,narrative,.ｿﾚ以外ﾊ皆､市民だｯﾀ｡,20,.除此之外都是市民。,人工定稿,
57,0x498,dialogue,narrative,ロム2_紅春ﾉ罠_合流,18,ROM2_紅春圈套_會合,人工定稿,P7 校对修正
58,0x4ac,dialogue,narrative,紅春ｸﾝ､彼女ﾊ……｡,17,紅春，就是……。,人工定稿,
59,0x4c0,dialogue,narrative,三人目ﾉ『シリアルキラー』でｱﾘ､,30,第三名『連環殺手』，,人工定稿,
60,0x4e0,dialogue,narrative,『X』ﾅﾉだ……｡,14,即『X』……。,人工定稿,
61,0x4f0,dialogue,narrative,ホールｶﾗ廊下ﾍ移動ｽﾙﾄ､,21,從大廳移動到走廊後，,人工定稿,
62,0x508,dialogue,narrative,落ﾁ込ﾝでｲﾙ美紀ｸﾝﾆ話ｼｶｹﾙ｡,24,我向情緒低落的美紀搭話。,人工定稿,
63,0x524,system,system,1180,4,,未翻,
64,0x529,dialogue,narrative,_1_｢美紀ｸﾝ｡,11,_1_｢美紀。,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
