seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t6_4_4_0.tob,27,,未翻,
2,0x1c,system,system,r2_t6_4_4_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_6ターン目終了後,20,ROM2_6回合結束後,人工定稿,
4,0x44,dialogue,command,フェードアウト,14,,未翻,
5,0x54,dialogue,narrative,ロム2_6ターン目終了後,21,ROM2_6回合結束後,人工定稿,
6,0x6c,dialogue,narrative,投票部屋ｶﾗ出ﾙﾄ､,15,從投票室出來，,人工定稿,
7,0x7c,dialogue,narrative,美紀ｸﾝが安堵ｼﾀ顔で私ﾍﾄ駆ｹ寄ｯﾃｷﾀ｡,32,美紀帶著安心的表情朝我奔了過來。,人工定稿,
8,0xa0,system,system,0831,4,,未翻,
9,0xa5,dialogue,narrative,_4_｢ｵ､ｵ姉ｻﾏ……,15,_4_｢姐姐大人,人工定稿,
10,0xb5,system,system,ts,2,,未翻,
11,0xb8,dialogue,narrative,出ﾃｸﾙﾉ遅ｲｶﾗ心配ｼﾀｯｽ｣,20,出來太慢，好擔心呀｣,人工定稿,
12,0xd0,system,system,1162,4,,未翻,
13,0xd5,dialogue,narrative,_4_｢ｽﾏﾅｲ｡考ｴ事ｦｼﾃｲﾃﾅ｣,21,_4_｢抱歉，在想事情｣,人工定稿,
14,0xec,system,system,0832,4,,未翻,
15,0xf1,dialogue,narrative,_4_｢……Xﾉｺﾄｯｽﾈ｣,16,_4_｢……X的事呀｣,人工定稿,"P7 校对修正: っすね共感陈述改「呀」(v1.4卡), 补回原文省略号"
16,0x102,system,system,s,1,,未翻,
17,0x104,dialogue,narrative,私ﾊ無言で頷ｷﾅがﾗ､ぐﾙﾘﾄホールｦ見渡ｽ｡,35,我無言地點了點頭，掃視了一遍大廳。,人工定稿,
18,0x128,dialogue,narrative,ｽﾙﾄ､ﾁｮｳど部屋ｶﾗﾊﾙｶｸﾝﾄ,21,這時，遙和薰正好從,人工定稿,"P7 校对修正: 原文ハルカクンと薫サン, 原译漏遙"
19,0x140,dialogue,narrative,薫ｻﾝが出ﾃ来ﾀ｡,13,房間走出來。,人工定稿,"P7 校对修正: 承接上行, 補回遙"
20,0x14e,system,system,s,1,,未翻,
21,0x150,dialogue,narrative,薫ｻﾝが妙ﾆｿﾜｿﾜｼﾃｲﾙﾉﾊ気ﾆﾅﾙが……｡,31,薰莫名地坐立不安，讓人在意……,人工定稿,
22,0x170,system,system,0833,4,,未翻,
23,0x175,dialogue,narrative,_4_｢ｱﾉ二人ﾊ無事ｯｽﾈ｣,19,_4_｢那兩人都沒事呀｣,人工定稿,"P7 校对修正: っすね共感陈述改「呀」(v1.4卡), 补あの=那"
24,0x18c,system,system,1163,4,,未翻,
25,0x191,dialogue,narrative,_4_｢ｿｳだﾅ｣,10,_4_｢沒錯｣,人工定稿,P7 校对修正: そうだな承答位只译「是」过短
26,0x19c,system,system,0834,4,,未翻,
27,0x1a1,dialogue,narrative,_4_｢どｳｼﾀﾝｽｶ､浮ｶﾅｲ顔ｦｼﾃ｣,24,_4_｢怎麼了，不開心?｣,人工定稿,
28,0x1bc,system,system,1164,4,,未翻,
29,0x1c1,dialogue,narrative,_4_｢ｲﾔ……警官でｱﾙ坂橋氏がｲﾅｲ状態でﾊ,36,_4_｢不……警官坂橋先生不在的話｣,人工定稿,机翻警告: quote_unbalanced
30,0x1e8,dialogue,narrative,どｳｼﾃﾓ犠牲者が出ﾃｼﾏｳ｡,21,無論如何都會有犠牲。,人工定稿,
31,0x200,dialogue,narrative,ｿﾚｦ考ｴﾙﾄ､どｳｼﾃﾓ……ﾅ｣,21,想到這，怎麼也……｣,人工定稿,
32,0x218,system,system,0835,4,,未翻,
33,0x21d,dialogue,narrative,_4_｢……ｿｳｯｽﾈ｣,14,_4_｢……對呀｣,人工定稿,"P7 校对修正: そうっすね承答位, 补语气"
34,0x22c,dialogue,narrative,美紀ｸﾝﾊ唇ｦ噛ﾐ締ﾒ､下ｦ向ｲﾀ｡,25,美紀咬緊嘴唇，低下了頭。,人工定稿,
35,0x248,dialogue,narrative,ｿﾉ間ﾆﾓ､別ﾉ部屋ｶﾗﾊ紅春ｸﾝが出ﾃ来ﾙ｡,32,同時，紅春也從別的房間走了出來。,人工定稿,P7 校对修正: その間にも漏译「也/同時」
36,0x26c,system,system,0088,4,,未翻,
37,0x271,dialogue,narrative,_4_｢ﾌｳ……私､出ﾃｺﾚﾏｼﾀ……｣,26,_4_｢呼……我出來了……｣,人工定稿,
38,0x28c,dialogue,narrative,彼女ﾊ安心ｼﾀﾉｶ､,14,紅春放心了，,人工定稿,
39,0x29c,dialogue,narrative,目尻ﾆﾀﾏｯﾀ涙ｦｿｯﾄ指でﾅぞｯﾀ｡,25,用手指輕抹眼角的涙水。,人工定稿,
40,0x2b8,system,system,0089,4,,未翻,
41,0x2bd,dialogue,narrative,_4_｢でﾓ､ﾎ､他ﾉ人ﾊﾏだでｼｮｳｶ?,26,_4_｢可是其他人還沒出來?｣,人工定稿,P7 校对修正: まだ漏译
42,0x2d8,dialogue,narrative,ｿﾛｿﾛ出ﾃ来ﾃﾓｵｶｼｸﾊﾅｲﾄ……｣,24,差不多也該出來了……｣,人工定稿,机翻警告: quote_unbalanced
43,0x2f4,dialogue,narrative,紅春ｸﾝﾉ言葉ﾆ呼応ｽﾙｶﾉﾖｳﾆ､,24,像是在回應紅春的話一般，,人工定稿,
44,0x310,dialogue,narrative,携帯が震ｴﾀ｡,11,手機震了。,人工定稿,
45,0x31c,dialogue,narrative,私ﾊ思ﾜず､美紀ｸﾝﾄ顔ｦ見合ﾜｾﾙ｡,27,我不由得和美紀對視了一眼。,人工定稿,
46,0x338,dialogue,narrative,『Mailer-Daemon』ｶﾗだ｡,22,是『Mailer-Daemon』。,人工定稿,"P7 校对修正: 寄件人名不可换译, 与全库Mailer-Daemon统一"
47,0x350,system,system,1165,4,,未翻,
48,0x355,dialogue,narrative,_4_｢……犠牲者ﾉｵ知ﾗｾ……ｶ｣,26,_4_｢……犠牲者通知……｣,人工定稿,
49,0x370,system,system,0836,4,,未翻,
50,0x375,dialogue,narrative,_4_｢今､ｺﾉ場ﾆｲﾅｲ人ｯﾃ……｣,24,_4_｢現在不在的人……｣,人工定稿,
51,0x390,dialogue,narrative,『次ﾉ犠牲者ｦオシラセシマス』,28,『在此通知下一位犠牲者』,人工定稿,
52,0x3b0,dialogue,narrative,ｿﾉメールﾉ内容ﾊ､,15,郵件的内容，,人工定稿,
53,0x3c0,dialogue,narrative,目ｦ覆ｲﾀｸﾅﾙﾓﾉばｶﾘだｯﾀ｡,21,全是不忍直視的内容。,人工定稿,
54,0x3d8,dialogue,narrative,"森崎昇――“電流処刑""｡",22,森崎昇――“電流處刑”,人工定稿,
55,0x3f0,dialogue,narrative,"高円寺唯柚――“血抜ｷ""｡",23,高圓寺唯柚――“放血”,人工定稿,
56,0x408,dialogue,narrative,"柏木ﾂﾑじ――“プレス""｡",22,柏木旋――“壓碎”。,人工定稿,
57,0x420,system,system,1166,4,,未翻,
58,0x425,dialogue,narrative,_4_｢三人ﾓ……だﾄ……!?｣,23,_4_｢三人也……!?｣,人工定稿,
59,0x440,system,system,0158,4,,未翻,
60,0x445,dialogue,narrative,_4_｢待ｯﾃ……三上ｻﾝﾊ!?｣,22,_4_｢等等……那三上!?｣,人工定稿,P7 校对修正
61,0x45c,system,system,0090,4,,未翻,
62,0x461,dialogue,narrative,_4_｢ｷｬｱｧｯ……!,14,_4_｢哇……!,人工定稿,P7 校对修正: 标点随原文(全角！→半角!)
63,0x470,dialogue,narrative,霞ｻﾝ､ｿﾝﾅ……!!｣,15,霞，怎會……!!｣,人工定稿,P7 校对修正: 补回原文!!
64,0x480,dialogue,narrative,紅春ｸﾝが霞ｸﾝﾉ入ｯﾃｲﾀ投票部屋ﾉ中で,32,紅春在霞待過的投票室裡,人工定稿,
65,0x4a4,dialogue,narrative,悲鳴ｦ上げﾙ｡,11,發出尖叫。,人工定稿,
66,0x4b0,dialogue,narrative,ｿｺでﾊ霞ｸﾝが､青ざﾒﾀ顔で,22,在那裡，霞臉色發青地,人工定稿,
67,0x4c8,dialogue,narrative,横ﾀﾜｯﾃｲﾀ｡,9,橫倒著。,人工定稿,
68,0x4d2,system,system,0.0159,6,,未翻,
69,0x4d9,dialogue,narrative,_4_｢三上ｻﾝ!?｣,13,_4_｢三上!?｣,人工定稿,
70,0x4e7,system,system,.0091,5,,未翻,
71,0x4ed,dialogue,narrative,_4_｢ﾐ､脈が……ﾅｲでｽ……｣,24,_4_｢脈……沒了……｣,人工定稿,
72,0x508,system,system,0160,4,,未翻,
73,0x50d,dialogue,narrative,_4_｢ﾅﾝでｽｯﾃ……!?｣,18,_4_｢怎麼會!?｣,人工定稿,
74,0x520,dialogue,narrative,……ｿｳｶ､ｿｳｲｳｺﾄｶ｡,16,……原來是這樣。,人工定稿,
75,0x534,dialogue,narrative,彼女ﾉ腕輪ﾊ､,11,三上的手環,人工定稿,
76,0x540,dialogue,narrative,投票マシンﾆ接続ｽﾗｻﾚﾃｲﾅｲ｡,24,始終未和投票機連接。,人工定稿,
77,0x55c,dialogue,narrative,ｵｿﾗｸﾊ､時間切ﾚ……｡,18,恐怕是時間到了……,人工定稿,
78,0x570,dialogue,narrative,ｻｯｷ投票開始が遅ﾚﾀﾉﾊ､,20,剛才投票開始延後，,人工定稿,
79,0x588,dialogue,narrative,彼女が時間ｲｯぱｲﾏで,18,是因為三上等到最後,人工定稿,"P7 校对修正: からだ句式断链, 补「是因為」"
80,0x59c,dialogue,narrative,接続ｼﾅｶｯﾀｶﾗだｯﾀﾉｶ｡,18,都沒連接的縁故。,人工定稿,P7 校对修正: 承接上行成句
81,0x5b0,dialogue,narrative,ｿｼﾃ時間切ﾚﾄﾅﾘ参加が締ﾒ切ﾗﾚﾙﾄ,28,而時間一到，投票就會截止，,人工定稿,
82,0x5d0,dialogue,narrative,彼女ﾊペナルティｦ受ｹﾃ……｡,25,三上就受到了懲罰……,人工定稿,
83,0x5ec,dialogue,narrative,……彼女ﾊ今ﾏで坂橋氏ﾄ協力ｼﾃ,27,……三上一直與坂橋先生合作,人工定稿,
84,0x608,dialogue,narrative,誰ﾓ殺ｻﾅｲﾖｳﾆｼﾃｷﾀ｡,16,不讓任何人被殺。,人工定稿,
85,0x61c,dialogue,narrative,ﾅﾉﾆ警官でｱﾙ坂橋氏がｲﾅｸﾅｯﾀ｡,26,可是警官坂橋先生不見了。,人工定稿,
86,0x638,dialogue,narrative,ﾄﾅﾚば投票ｼﾀ者が死ﾇｺﾄﾄﾅﾙ……｡,28,這樣一來，投票的人就會死……,人工定稿,
87,0x658,dialogue,narrative,彼女ﾊ……ｿｺで｢投票ｼﾅｲ｣ﾄｲｳ選択ｦ,30,三上……於是選擇了｢不投票｣,人工定稿,
88,0x678,dialogue,narrative,ｼﾀﾉだﾛｳ……｡,12,一定是這樣。,人工定稿,
89,0x685,system,system,ts,2,,未翻,
90,0x688,dialogue,narrative,ﾅｶﾅｶ出来ﾙｺﾄでﾊﾅｲ｡,17,這是很難做到的。,人工定稿,
91,0x69c,dialogue,narrative,……彼女ﾊ気が小ｻｲﾖｳﾆ見ｴﾃ,24,……三上看起來很怯弱，,人工定稿,
92,0x6b8,dialogue,narrative,ｺﾝﾅﾆﾓ勇気ﾉｱﾙ子だｯﾀﾉだ……｡,26,卻是這麼有勇氣的人……,人工定稿,
93,0x6d4,dialogue,narrative,ｿﾝﾅ彼女ｦ簡単ﾆ殺ｼﾃｼﾏｳｺﾉゲーム……｡,33,遊戲輕易地殺死了這樣的三上……,人工定稿,
94,0x6f8,dialogue,narrative,ｿﾝﾅ彼女ﾉ遺志ｦ無視ｼﾃ､,20,無視三上的遺志，,人工定稿,
95,0x710,dialogue,narrative,犠牲者ｦ出ｼ続ｹﾙゲーム｡,21,不斷造成犠牲的遊戲。,人工定稿,
96,0x728,dialogue,narrative,ﾅﾝﾄｲﾀﾀﾏﾚﾅｲｺﾄだﾛｳ｡,17,多麼令人難以忍受,人工定稿,P7 校对修正: なんと…ことだろう感叹语气漏译
97,0x73c,dialogue,narrative,だが､本当ﾆ残酷ﾅｺﾄが起ｺﾙﾉﾊ,25,但是，真正殘酷的事,人工定稿,
98,0x758,dialogue,narrative,ｺﾚｶﾗﾅﾉだ……｡,13,接下來才……,人工定稿,
99,0x766,system,system,s,1,,未翻,
100,0x768,dialogue,narrative,何ｾ､今回処刑ｻﾚﾙ人間ﾊ……｡,25,畢竟這次被處刑的人是……,人工定稿,
101,0x784,system,system,0034,4,,未翻,
102,0x789,dialogue,narrative,_4_｢ｵ､ｵ兄ﾁｬﾝｯ……,17,_4_｢哥、哥……｣,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
103,0x79c,dialogue,narrative,ﾅﾝで､ｵ兄ﾁｬﾝﾅﾉ?｣,15,為什麼會是哥哥?,人工定稿,
104,0x7ac,dialogue,narrative,ﾊﾙｶｸﾝﾊ､ﾂﾑじｸﾝが閉じ込ﾒﾗﾚﾃｲﾙ扉ｦ,30,遙對著旋被關在裡面的門,人工定稿,"P7 校对修正: 原译把动词提前, 与下行「猛力敲打」重复"
105,0x7cc,dialogue,narrative,激ｼｸ叩ｸ｡,8,猛力敲打,人工定稿,
106,0x7d5,dialogue,narrative,_0.他ﾉ二部屋……,16,_0.其他房間……,人工定稿,
107,0x7e6,system,system,s,1,,未翻,
108,0x7e8,dialogue,narrative,唯柚ｸﾝﾓ､森崎氏ﾓ同じﾖｳﾆ,22,唯柚也和森崎先生一樣,人工定稿,
109,0x800,dialogue,narrative,部屋ﾆ閉じ込ﾒﾗﾚﾃｲﾀ｡,18,被關在房間裡。,人工定稿,
110,0x814,system,system,0113,4,,未翻,
111,0x819,dialogue,narrative,_4_｢どｳｼﾃ……ｳｳ､ﾅﾝでﾕﾕ､出ﾗﾚﾅｲﾉ?｣,32,_4_｢為什麼……嗚，唯柚出不來?｣,人工定稿,P7 校对修正: うう呜咽漏译
112,0x83c,system,system,0161,4,,未翻,
113,0x841,dialogue,narrative,_4_｢高円寺ｻﾝ……｣,17,_4_｢高圓寺……｣,人工定稿,
114,0x854,system,system,0092,4,,未翻,
115,0x859,dialogue,narrative,_4_｢ｺﾝﾅ……ｺﾝﾅｺﾄｯﾃ……｣,23,_4_｢這種……這種……｣,人工定稿,
116,0x874,dialogue,narrative,愕然ﾄ立ﾁ尽ｸｽ二人｡,17,兩人愕然呆立。,人工定稿,
117,0x888,dialogue,narrative,私ﾊポケットﾆ忍ばｾﾀ爆弾ﾆ手ｦ伸ばｽが……｡,38,我把手伸向藏在口袋裡的炸彈，可是……,人工定稿,
118,0x8b0,dialogue,narrative,ダメだ……ｺｺで使ｯﾃﾓどｳﾆﾓﾅﾗﾅｲｺﾄﾊ,31,不行……在這兒用也毫無作用，,人工定稿,
119,0x8d0,dialogue,narrative,ｽでﾆ証明ｻﾚﾃｲﾙ｡,14,已經被証明了。,人工定稿,
120,0x8e0,dialogue,narrative,使ｲどｺﾛﾊ今じｬﾅｲ……｡,20,現在不是用的時候……,人工定稿,
121,0x8f8,dialogue,narrative,香菜ｸﾝが命ｦｶｹﾃ作ｯﾀ爆弾ｦ､,24,香菜賭上性命製造的炸彈，,人工定稿,
122,0x914,dialogue,narrative,無駄ﾆｼﾃｼﾏｳだｹだ｡,16,只會白白浪費掉。,人工定稿,
123,0x928,dialogue,narrative,だが……,8,但是……,人工定稿,
124,0x931,dialogue,narrative,_0.ﾓｼｶｼﾀﾗ､ﾓｼｶｼﾀﾗ……｡,21,_0.説不定，説不定……,人工定稿,
125,0x948,system,system,0197,4,,未翻,
126,0x94d,dialogue,narrative,_4_｢浅川ｻﾝ……! ダメだ!｣,24,_4_｢淺川……! 不行!｣,人工定稿,
127,0x968,dialogue,narrative,ロム2_昇処刑,12,ROM2_昇處刑,人工定稿,
128,0x975,system,system,ts,2,,未翻,
129,0x978,dialogue,narrative,扉ﾉ中ｶﾗ森崎氏が私ﾉ名前ｦ叫ぶ｡,28,森崎先生從門内叫著我的名字。,人工定稿,P7 校对修正: 扉の中から补「從」
130,0x998,dialogue,narrative,森崎氏ﾊ､下半身ｦ不気味ﾅ機械で覆ﾜﾚﾃｲﾀ｡,36,森崎先生的下半身被陰森的機械覆蓋著。,人工定稿,
131,0x9c0,system,system,1167,4,,未翻,
132,0x9c5,dialogue,narrative,_4_｢ｸ……森崎氏､ﾅﾝﾄｶ脱出でｷﾅｲﾉｶ!?｣,34,_4_｢嗚……森崎，難道沒法逃出來!?｣,人工定稿,"P7 校对修正: 全角！？换半角!?, 补のか疑问语气"
133,0x9e8,system,system,0198,4,,未翻,
134,0x9ed,dialogue,narrative,_4_｢無理だﾖ｡,12,_4_｢沒用的。,人工定稿,"P7 校对修正: 無理=沒用/不可能, 非「不行」(易读作禁止)"
135,0x9fa,dialogue,narrative,0.外ｾﾀﾄｼﾃﾓ､死ﾇﾏで部屋ｶﾗﾊ,24,0.就算拆得掉，到死也,人工定稿,"P7 校对修正: としても漏译, 且与下行重复出不去"
136,0xa14,dialogue,narrative,出ﾗﾚﾅｲﾝだﾛ?｣,12,出不了房間?｣,人工定稿,"P7 校对修正: 承接上行成句, 半角?"
137,0xa21,system,system,ts,2,,未翻,
138,0xa24,system,system,1168,4,,未翻,
139,0xa29,dialogue,narrative,_4_｢でﾊ……ﾔﾊﾘ､ｺﾚｦ使ｯﾃ……｣,27,_4_｢那……果然用這個……｣,人工定稿,P7 校对修正: 此物→這個(去翻译腔)
140,0xa48,system,system,0199,4,,未翻,
141,0xa4d,dialogue,narrative,_4_｢……ｺｺで使ｳべｷじｬﾅｲだﾛ｡,27,_4_｢……不該在這裡用呀。,人工定稿,P7 校对修正: 此處→這裡(与全块统一)
142,0xa6c,dialogue,narrative,ｿﾚﾊ浅川ｻﾝﾓ知ｯﾃﾙじｬﾅｲｶ｣,22,淺川不是也知道嘛。｣,人工定稿,机翻警告: quote_unbalanced
143,0xa84,system,system,1169,4,,未翻,
144,0xa89,dialogue,narrative,_4_｢ｼｶｼ……ｺﾉﾏﾏでﾊ……｣,23,_4_｢可是……這樣下去｣,人工定稿,P7 校对修正: しかし译「可」过短
145,0xaa4,system,system,0200,4,,未翻,
146,0xaa9,dialogue,narrative,_4_｢ﾓｳｲｲﾝだ｡,12,_4_｢好了。,人工定稿,
147,0xab6,dialogue,narrative,0.ｺﾚで数分後ﾆﾊ､,15,0.這樣數分鐘後,人工定稿,
148,0xac6,system,system,s,1,,未翻,
149,0xac8,dialogue,narrative,俺ﾓ香菜ﾉﾓﾄﾍ行ｹﾙ……だｶﾗ……｣,28,我也能去香菜那……所以……｣,人工定稿,P7 校对修正: 俺も漏译「我也」
150,0xae8,dialogue,narrative,不意ﾆ森崎氏ﾉ身体がびｸﾘﾄ震ｴ上がｯﾀ｡,33,森崎的身體突然猛烈地震了一下。,人工定稿,
151,0xb0c,system,system,0201,4,,未翻,
152,0xb11,dialogue,narrative,_4_｢ｯｧ……ｱｱｱ……｣,18,_4_｢哇……哇｣,人工定稿,
153,0xb24,system,system,0837,4,,未翻,
154,0xb29,dialogue,narrative,_4_｢ﾅ､何が起ｷﾃﾙﾉﾖ?,18,_4_｢發生什麼事!?,人工定稿,"P7 校对修正: 何事误译(は), 全角？换半角"
155,0xb3c,dialogue,narrative,ﾁｮｯﾄ､森崎ｯ!!｣,13,欸，森崎!!｣,人工定稿,P7 校对修正: ちょっと漏译(呼唤)
156,0xb4a,system,system,s,1,,未翻,
157,0xb4c,system,system,1170,4,,未翻,
158,0xb51,dialogue,narrative,_4_｢電流だ……電流が流ｻﾚ始ﾒﾀﾝだ!!｣,34,_4_｢是電流……電流開始流過了!!｣,人工定稿,
159,0xb74,system,system,0202,4,,未翻,
160,0xb79,dialogue,narrative,_4_｢ｳｯ……ｳｳ……香菜……ｯ｣,26,_4_｢嗚……香菜……｣,人工定稿,
161,0xb94,dialogue,narrative,即死ｼﾅｲ程度ﾉ電撃ｦ流ｻﾚﾃｲﾙﾉｶ､,27,是被施加了不致即死的電撃，,人工定稿,
162,0xbb0,dialogue,narrative,森崎氏ﾉ顔が苦痛ﾆ歪ﾑ｡,20,森崎的臉因痛苦歪曲。,人工定稿,P7 校对修正: 顔=臉(与171统一)
163,0xbc8,system,system,0838,4,,未翻,
164,0xbcd,dialogue,narrative,_4_｢ﾋ､ﾋどｲ……!｣,16,_4_｢好過分!｣,人工定稿,
165,0xbde,system,system,s,1,,未翻,
166,0xbe0,dialogue,narrative,美紀ｸﾝﾊ悔ｼげﾆ拳ｦドアﾆ叩ｷ付ｹﾀ｡,29,美紀不甘地將拳頭叩在門上。,人工定稿,"P7 校对修正: 悔しげ=不甘, 非懊悔"
167,0xc00,dialogue,narrative,電流ﾉ音が一際大ｷｸﾅｯﾀ｡,21,電流聲格外變大了。,人工定稿,"P7 校对修正: 一際=格外, 非突然"
168,0xc18,system,system,0203,4,,未翻,
169,0xc1d,dialogue,narrative,_4_｢ぐｧｯ､ｱｱｱｱｱｱｯ!｣,18,_4_｢哇哇哇!｣,人工定稿,
170,0xc30,dialogue,narrative,衝撃ﾆ森崎氏ﾉ身体が弓ﾅﾘﾆｼﾅﾙ｡,27,森崎的身體在衝撃下弓起。,人工定稿,
171,0xc4c,dialogue,narrative,顔ﾊ真ｯ赤ﾆ染ﾏﾘ､汗が吹ｷ出ｼﾃｲﾀ｡,28,臉變得通紅，汗水直冒。,人工定稿,
172,0xc6c,system,system,0204,4,,未翻,
173,0xc71,dialogue,narrative,_4_｢ｯ､ﾊｧﾊｧ……ｱ､ｱｻｶﾜ……ｻﾝｯ……｣,32,_4_｢呼……呼……淺、淺川……｣,人工定稿,
174,0xc94,system,system,1171,4,,未翻,
175,0xc99,dialogue,narrative,_4_｢ﾅ､何だ､森崎氏｣,18,_4_｢什、什麼，森崎,人工定稿,"P7 校对修正: 何だ=什麼(非幹嘛), 补な顿挫"
176,0xcac,system,system,0205,4,,未翻,
177,0xcb1,dialogue,narrative,_4_｢ぐｯ､ｳｳ……どｳｶ……香菜ﾉ仇ｦ……ｧｯ!｣,38,_4_｢嗚……拜託……替香菜報仇……哇!｣,人工定稿,P7 校对修正: どうか漏译(恳求)
178,0xcd8,dialogue,narrative,ｿﾉ反応ﾆ､電圧が徐々ﾆ,19,隨著反應，電壓逐漸,人工定稿,P7 校对修正: 「電壓漸」断行截断
179,0xcec,dialogue,narrative,上げﾗﾚﾃｲｸﾉがﾜｶﾙ｡,16,看得出正在調高。,人工定稿,
180,0xd00,system,system,0206,4,,未翻,
181,0xd05,dialogue,narrative,_4_｢ﾋぎｧｱｯ､ｶ､身体が……,23,_4_｢哇……身、身體……,人工定稿,
182,0xd20,dialogue,narrative,灼ｹﾙｯ……ｳｧｱｱｯ!｣,16,灼燒……哇!｣,人工定稿,
183,0xd34,dialogue,narrative,信じﾗﾚﾅｲｺﾄﾆ､森崎氏ﾉ身体ﾊ発熱ｼ､,30,難以置信的是，森崎身體發熱，,人工定稿,
184,0xd54,dialogue,narrative,湯気が立ﾁ始ﾒﾃｲﾀ｡,16,蒸氣開始冒出。,人工定稿,
185,0xd68,dialogue,narrative,人間ﾉ体温ﾊ上がﾚば上がﾙﾎど､,26,人的體温越上升，,人工定稿,
186,0xd84,dialogue,narrative,人体ｦ構成ｼﾃｲﾙタンパク質が固ﾏﾘ､,30,構成人體的蛋白質就會凝固，,人工定稿,
187,0xda4,dialogue,narrative,筋肉組織ﾆ異変が生じﾙ｡,21,肌肉組織出現異變。,人工定稿,
188,0xdbc,system,system,1172,4,,未翻,
189,0xdc1,dialogue,narrative,_4_｢ﾏ､ﾏずｲ……森崎氏が……｣,27,_4_｢糟了……森崎要……｣,人工定稿,
190,0xde0,system,system,0207,4,,未翻,
191,0xde5,dialogue,narrative,_4_｢ぎｧｱｱｱｱｱｯ!｣,15,_4_｢哇哇哇!｣,人工定稿,
192,0xdf5,system,system,ts,2,,未翻,
193,0xdf8,dialogue,narrative,一際大ｷﾅ電流音ﾄﾄﾓﾆ､断末魔が響ｲﾀ｡,32,格外大的電流聲中，臨終慘叫響起。,人工定稿,P7 校对修正: 一際=格外(与167统一)
194,0xe1c,dialogue,narrative,森崎氏ﾊ……｡,12,森崎……。,人工定稿,
195,0xe29,system,system,ts,2,,未翻,
196,0xe2c,dialogue,narrative,硬直ｼﾃ動ｹﾅｲﾏﾏ､,14,硬直著動不了,人工定稿,
