seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t7_1_1_0.tob,27,,未翻,
2,0x1c,system,system,r2_t7_1_1_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン7_紅春ｦ呼び出ｽ,25,ROM2_回合7_呼叫紅春,人工定稿,P7 校对修正
4,0x48,dialogue,label,ROM2_ノーマルエンディング,25,ROM2_普通結局,人工定稿,
5,0x64,dialogue,command,フェードアウト,14,,未翻,
6,0x74,dialogue,narrative,ロム2_紅春ｦ呼び出ｽ,18,ROM2_呼叫紅春,人工定稿,P7 校对修正
7,0x88,dialogue,narrative,薫ｻﾝﾄﾊﾙｶｸﾝがホールﾉ方ﾍ去ｯﾀｱﾄ､,29,薰和遙往大廳的方向去了之後，,人工定稿,
8,0xa8,dialogue,narrative,美紀ｸﾝﾊ再び私ﾉ方ｦ向ｲﾀ｡,22,美紀再次把視線投向我。,人工定稿,
9,0xc0,system,system,0883,4,,未翻,
10,0xc5,dialogue,narrative,_1_｢でﾓ､足止ﾒｯﾃどｳﾔﾙﾝｽｶ?｣,25,_1_｢要怎麼阻止呀?｣,人工定稿,P7 校对修正
11,0xe0,system,system,1252,4,,未翻,
12,0xe5,dialogue,narrative,_1_｢物理的ﾆ捕ﾏｴﾙﾜｹﾆﾊｲｶﾅｲｶﾗﾅ｡,28,_1_｢因為不能真的動手硬來。,人工定稿,机翻警告: quote_unbalanced
13,0x104,dialogue,narrative,ﾅﾝﾄｶ彼女ﾉ気ｦ引ｸ｣,16,得設法吸引紅春｣,人工定稿,P7 校对修正
14,0x118,system,system,0884,4,,未翻,
15,0x11d,dialogue,narrative,_1_｢ﾝｰ､何ｦ言ｴば,15,_1_｢該説什麼好,人工定稿,
16,0x12d,system,system,ts,2,,未翻,
17,0x130,dialogue,narrative,食ｲﾂｲﾃｸﾚﾙｯｽｶﾈｪ……｣,19,會不會上鉤呀……｣,人工定稿,P7 校对修正
18,0x144,system,system,1253,4,,未翻,
19,0x149,dialogue,narrative,_1_｢気ｦ引ｸ話題ｶ……｣,20,_1_｢引人注意呀……｣,人工定稿,P7 校对修正
20,0x160,dialogue,narrative,オフィス跡ﾉ方ｶﾗ足音が聞ｺｴﾙ｡,27,事務室遺跡那頭傳來足音。,人工定稿,
21,0x17c,dialogue,narrative,ぎｮｯﾄｼﾃ振ﾘ返ﾚば､,16,嚇得回頭一看，,人工定稿,
22,0x190,dialogue,narrative,紅春ｸﾝが笑顔で立ｯﾃｲﾀ｡,21,紅春笑著站在眼前。,人工定稿,
