seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t5_4_4_0.tob,27,,未翻,
2,0x1c,system,system,r2_t5_4_4_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_5ターン目終了後,20,ROM2_第5回合結束後,人工定稿,P7 校对修正
4,0x44,dialogue,command,フェードアウト,14,,未翻,
5,0x54,dialogue,narrative,ロム2_5ターン目終了後_圭介･香菜死亡,35,ROM2_第5回合結束後_圭介･香菜死亡,人工定稿,P7 校对修正
6,0x78,dialogue,narrative,投票部屋ｶﾗ出ﾙﾄ､美紀ｸﾝが駆ｹ寄ｯﾃ来ﾀ｡,34,從投票房間出來，美紀就衝了過來。,人工定稿,
7,0x9c,system,system,1002,4,,未翻,
8,0xa1,dialogue,narrative,_4_｢美紀ｸﾝｶ｡ｵ疲ﾚ｣,17,_4_｢美紀，辛苦了｣,人工定稿,P7 校对修正
9,0xb4,system,system,0732,4,,未翻,
10,0xb9,dialogue,narrative,_4_｢ｵ姉ｻﾏﾓ､ｵ疲ﾚｻﾏｯｽ｣,20,_4_｢姐姐大人也辛苦｣,人工定稿,P7 校对修正
11,0xd0,system,system,1003,4,,未翻,
12,0xd5,dialogue,narrative,_4_｢ﾄｺﾛで美紀ｸﾝ､ﾐﾝﾅﾊ揃ｯﾃｲﾙﾉｶ?｣,30,_4_｢話説，美紀，都到齊了?｣,人工定稿,
13,0xf4,dialogue,narrative,特ﾆ指名ｻﾚﾃｲﾀ人達ﾊ､,18,尤其那些被指名者，,人工定稿,
14,0x108,dialogue,narrative,無事ﾆ部屋ﾉ外ﾆ出ﾗﾚﾀﾉだﾛｳｶ……｡,29,是否平安無事地出了房間……,人工定稿,
15,0x128,system,system,0733,4,,未翻,
16,0x12d,dialogue,narrative,_4_｢ｴ､ｴｯﾄ……ﾂﾑじﾄﾊﾙｶﾁｬﾝﾊ､,26,_4_｢欸、那個……旋和遙,人工定稿,P7 校对修正
17,0x148,dialogue,narrative,ｱｿｺﾆｲﾃ……｣,11,在那邊……｣,人工定稿,P7 校对修正
18,0x154,system,system,1004,4,,未翻,
19,0x159,dialogue,narrative,_4_｢ﾄﾆｶｸ､香菜ｸﾝﾄ坂橋氏､,23,_4_｢總之，去找香菜、,人工定稿,P7 校对修正
20,0x174,dialogue,narrative,霞ｸﾝﾄ唯柚ｸﾝｦ探ｼﾃｸﾚ｣,19,坂橋、霞、唯柚｣,人工定稿,P7 校对修正
21,0x188,system,system,0734,4,,未翻,
22,0x18d,dialogue,narrative,_4_｢ﾂ､ﾂﾏﾘｿﾉ四人がｲﾚば,21,_4_｢也、就是説那四人,人工定稿,
23,0x1a4,dialogue,narrative,犠牲者ﾊゼロｯﾃｺﾄｯｽﾈ!｣,20,犧牲者就是零咯!｣,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
24,0x1bc,system,system,1005,4,,未翻,
25,0x1c1,dialogue,narrative,_4_｢ｿｳｲｳｺﾄだ｣,13,_4_｢就這樣｣,人工定稿,
26,0x1cf,dialogue,narrative,.私達ﾊぐﾙﾘﾄホールｦ見渡ｽ｡,24,.我們環視了一圈大廳。,人工定稿,
27,0x1e8,dialogue,narrative,部屋ﾉ端ｯｺﾆ､薫ｻﾝ｡,16,房間角落是薰。,人工定稿,
28,0x1fc,dialogue,narrative,向ｶｯﾃ左側ﾆﾊ紅春ｸﾝﾄ……,22,對面左側則是紅春和……,人工定稿,
29,0x214,dialogue,narrative,唯柚ｸﾝｦ見ﾂｹﾀ｡,13,發現了唯柚。,人工定稿,
30,0x222,system,system,s,1,,未翻,
31,0x224,system,system,0735,4,,未翻,
