seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t1_3_0_0.tob,27,,未翻,
2,0x1c,system,system,r2_t1_3_0_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン1_フリー移動制御,27,ROM2_回合1_自由移動控制,人工定稿,
4,0x48,dialogue,label,ROM2_ターン1_フリーイベント判定,31,ROM2_回合1_自由事件判定,人工定稿,
5,0x68,dialogue,label,ROM2_ターン1_フリー移動,23,ROM2_回合1_自由移動,人工定稿,
6,0x80,dialogue,label,<assert>式が偽  (v_移動人物 == 楓),34,<assert>式為偽  (v_移動人物 == 楓),人工定稿,
7,0xa4,dialogue,narrative,"""主人公でｽﾖ?""",13,"""是主人公?""",人工定稿,P7 校对修正
8,0xb2,system,system,s,1,,未翻,
9,0xb4,dialogue,label,<assert>式が偽  (v_移動人物 > 昇 || v_移動人物 < 西野),54,<assert>式為偽  (v_移動人物 > 昇 || v_移動人物 < 西野),人工定稿,
10,0xec,dialogue,narrative,"""v_移動人物ｵｶｼｲﾖ""",17,"""v_移動人物奇怪""",人工定稿,
11,0x100,dialogue,narrative,ロム2_ターン1_フリー移動場所セット,34,ROM2_回合1_自由移動場所設定,人工定稿,
12,0x124,dialogue,command,フェードアウト,14,,未翻,
13,0x134,dialogue,narrative,ロム2_ターン1_ダミー,20,ROM2_回合1_假資料,人工定稿,P7 终轮收口: ダミー→假資料 统一
14,0x14c,dialogue,narrative,ロム2_ターン1_昇･香菜初,23,ROM2_回合1_昇、香菜初,人工定稿,
15,0x164,system,system,0052,4,,未翻,
16,0x169,dialogue,narrative,_3_｢ﾝ?｣,7,_3_｢?｣,人工定稿,导入警告: kana_residue
17,0x171,system,system,_3_0065,7,,未翻,
18,0x179,dialogue,narrative,_3_｢ｱﾗ､ﾏﾀｱﾝﾀ達｣,15,_3_｢又是各位呀｣,人工定稿,导入警告: kana_residue
19,0x189,system,system,ts,2,,未翻,
20,0x18c,system,system,0290,4,,未翻,
21,0x191,dialogue,narrative,_3_｢ｳﾑ｡ﾏﾀ私達だ｣,16,_3_｢又是我們呀｣,人工定稿,导入警告: kana_residue
22,0x1a2,system,system,s,1,,未翻,
23,0x1a4,system,system,0230,4,,未翻,
24,0x1a9,dialogue,narrative,_3_｢ｱｯ､ｿﾉ手ﾆ持ｯﾃﾙﾉﾅﾆ!?｣,23,_3_｢手上拿的是什麼!?｣,人工定稿,导入警告: kana_residue
25,0x1c4,system,system,0066,4,,未翻,
26,0x1c9,dialogue,narrative,_3_｢ｱ､ｺﾚ?,9,_3_｢這個?,人工定稿,导入警告: kana_residue
27,0x1d3,dialogue,narrative,_ﾔｯﾄ見ﾂｹﾀﾉﾖ､ジャミング装置!,27,_終於找到了呀，干擾裝置!,人工定稿,P7 校对修正: のよ->呀(非だぜ的咯)
28,0x1f0,dialogue,narrative,エレベータﾉ穴ﾆ設置ｽﾙﾄﾊﾈｰ｣,25,竟然裝在電梯井裡呀｣,人工定稿,"P7 校对修正: とはねー 感叹, 非""是要""; 洞->井"
29,0x20c,system,system,0291,4,,未翻,
30,0x211,dialogue,narrative,_3_｢ﾅﾙﾎど､ｿﾝﾅﾄｺﾛﾆ……｣,22,_3_｢原來就在那裡……｣,人工定稿,P7 校对修正: なるほど 漏译; 竟 属增译
31,0x228,system,system,0231,4,,未翻,
32,0x22d,dialogue,narrative,_3_｢で､ｿﾉ虫ﾐﾀｲﾅﾉがジャンピング装置?｣,36,_3_｢那像蟲子的就是跳躍裝置?｣,人工定稿,导入警告: kana_residue
33,0x254,system,system,0053,4,,未翻,
34,0x259,dialogue,narrative,_3_｢跳ﾝでどｳｽﾙ｣,15,_3_｢跳了做什麼｣,人工定稿,导入警告: kana_residue
35,0x269,system,system,ts,2,,未翻,
36,0x26c,system,system,0292,4,,未翻,
37,0x271,dialogue,narrative,_3_｢ﾑ､虫ｶ……｣,14,_3_｢蟲呀……｣,人工定稿,导入警告: kana_residue
38,0x280,dialogue,narrative,ﾀｼｶﾆ､ｿｳ言ﾜﾚﾙﾄ､,14,確實，被這麼説,人工定稿,
39,0x290,dialogue,narrative,ｿﾉﾖｳﾆ見ｴﾃｷﾀ……｡,16,看著還真像……。,人工定稿,
40,0x2a4,system,system,0067,4,,未翻,
41,0x2a9,dialogue,narrative,_3_｢ﾝ? ……ﾎﾚ｣,14,_3_｢欸?……看｣,人工定稿,导入警告: kana_residue
42,0x2b8,system,system,0293,4,,未翻,
43,0x2bd,dialogue,narrative,_3_｢ﾋｯ!?｣,9,_3_｢哇!?｣,人工定稿,导入警告: kana_residue
44,0x2c7,dialogue,narrative,_急ﾆ目ﾉ前ﾆ突ｷ出ｻﾚﾃ､思ﾜず後ずｻﾙ｡,31,_突然被伸到眼前，忍不住後退。,人工定稿,
45,0x2e8,system,system,0068,4,,未翻,
