seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t4_3_0_0.tob,27,,未翻,
2,0x1c,system,system,r2_t4_3_0_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン4_フリー移動イベント,31,ROM2_回合4_自由移動事件,人工定稿,
4,0x4c,dialogue,label,ROM2_ターン4_フリーイベント判定,31,ROM2_回合4_自由事件判定,人工定稿,
5,0x6c,dialogue,label,ROM2_ターン4_フリー移動,23,ROM2_回合4_自由移動,人工定稿,
6,0x84,dialogue,narrative,ロム2_ターン4_フリー移動場所セット,34,ROM2_回合4_自由移動場所設定,人工定稿,
7,0xa8,dialogue,command,フェードアウト,14,,未翻,
8,0xb8,dialogue,narrative,ロム2_ターン4_ダミー,20,ROM2_回合4_假資料,人工定稿,P7 终轮收口: ダミー→假資料 统一
9,0xd0,dialogue,narrative,ロム2_ターン4_休憩室,20,ROM2_回合4_休息室,人工定稿,P7 校对修正
10,0xe8,dialogue,narrative,休憩所ﾆﾊ､薫ｻﾝﾔ樫沢氏ﾉ他ﾆ､,25,休息處除了薰和樫澤外，,人工定稿,
11,0x104,dialogue,narrative,唯柚ｸﾝﾔ紅春ｸﾝﾉ姿ﾓｱｯﾀ｡,21,也有唯柚和紅春。,人工定稿,
12,0x11c,dialogue,narrative,誰ﾓが視線ｦ逸ﾗｼ､重苦ｼｲ空気ｦ纏ｯﾃｲﾙ｡,33,所有人都移開視線，氣氛沈重。,人工定稿,P7 校对修正
13,0x140,system,system,0064,4,,未翻,
14,0x145,dialogue,narrative,_3_｢ｳｯ……ｳｳ……ぐｽｯ､ぐｽｯ……｣,30,_3_｢唔……嗚……抽泣……｣,人工定稿,导入警告: kana_residue
15,0x164,system,system,0078,4,,未翻,
16,0x169,dialogue,narrative,_3_｢…………｣,13,_3_｢…………｣,人工定稿,导入警告: kana_residue
17,0x177,system,system,.0172,5,,未翻,
18,0x17d,system,system,_3_0603,7,,未翻,
19,0x185,dialogue,narrative,_3_｢ｳｳ……話ｼｶｹ辛ｲｯｽ……｣,25,_3_｢嗚……很難開口……｣,人工定稿,导入警告: kana_residue
20,0x1a0,system,system,0788,4,,未翻,
21,0x1a5,dialogue,narrative,_3_｢……目ﾉ前でジャック氏が,27,_3_｢……因為傑克氏在眼前,人工定稿,导入警告: kana_residue
22,0x1c4,dialogue,narrative,ｱﾝﾅ風ﾆﾅｯﾀｶﾗﾅ｣,13,變成那樣了嘛｣,人工定稿,导入警告: kana_residue
23,0x1d2,system,system,s,1,,未翻,
24,0x1d4,system,system,0604,4,,未翻,
25,0x1d9,dialogue,narrative,_3_｢一度､出直ｼﾀ方がｲｲｯｽｶﾈ?｣,27,_3_｢先出去再來比較好對不?｣,人工定稿,P7 校对修正
26,0x1f8,dialogue,narrative,ｺﾚだｹ全員が沈黙ｦ保ｯﾃｲﾙﾄｺﾛﾍ､,27,在大家全都沈默的當下，,人工定稿,P7 校对修正
27,0x214,dialogue,narrative,話ｦ持ﾁｶｹﾙﾉﾓ躊躇ﾜﾚﾙ｡,19,開口搭話令人猶豫。,人工定稿,P7 校对修正
28,0x228,dialogue,narrative,私ﾊ美紀ｸﾝﾉ意見ﾆ軽ｸ頷ｲﾀ｡,23,我輕輕點頭同意美紀。,人工定稿,
29,0x240,system,system,0789,4,,未翻,
30,0x245,dialogue,narrative,_3_｢ｿｳだﾅ､他ﾉﾄｺﾛﾍ……｣,22,_3_｢是呀，去別處……｣,人工定稿,导入警告: kana_residue
31,0x25c,system,system,0039,4,,未翻,
32,0x261,dialogue,narrative,_3_｢ｱ……楓ｻﾝｯ｡ｿﾚﾄ美紀ｻﾝﾓ……｣,30,_3_｢欸……楓，還有美紀……｣,人工定稿,导入警告: kana_residue
33,0x280,dialogue,narrative,立ﾁ去ﾛｳﾄｼﾀﾄｷ､紅春ｸﾝが声ｦ出ｽ｡,28,正要離開時，紅春出聲。,人工定稿,
34,0x2a0,dialogue,narrative,ｿﾉ呼びｶｹﾆ他ﾉ三人ﾓ一斉ﾆ顔ｦ上げﾙ｡,31,那聲呼喚讓其他三人齊抬頭。,人工定稿,
35,0x2c0,system,system,0173,4,,未翻,
36,0x2c5,dialogue,narrative,_3_｢浅川ｻﾝ……｣,15,_3_｢淺川……｣,人工定稿,导入警告: kana_residue
37,0x2d5,system,system,ts,2,,未翻,
38,0x2d8,system,system,0790,4,,未翻,
39,0x2dd,dialogue,narrative,_3_｢……樫沢氏｡ｺﾝﾅﾄｷﾆ何だが……｣,32,_3_｢……樫澤，此刻有點……｣,人工定稿,导入警告: kana_residue
40,0x300,system,system,0174,4,,未翻,
41,0x305,dialogue,narrative,_3_｢ﾜｶｯﾃｲﾏｽ｡何ｶ僕ﾆ話がｱﾙﾝでｼｮｳ?｣,32,_3_｢我知道。有話找我，對不對?｣,人工定稿,P7 校对修正
42,0x328,system,system,0791,4,,未翻,
43,0x32d,dialogue,narrative,_3_｢ｱｱ……君だｹでﾊﾅｸ､,21,_3_｢唔……不只樫澤，,人工定稿,P7 校对修正
44,0x344,dialogue,narrative,皆ﾆ話ｦ聞ｷﾀｲﾉだが……｣,21,想跟大家聊聊……｣,人工定稿,导入警告: kana_residue
45,0x35c,system,system,0079,4,,未翻,
46,0x361,dialogue,narrative,_3_｢ｴ､ｴｴ｡ﾓﾁﾛﾝ､私ﾊ大丈夫でｽ｣,27,_3_｢欸，好。當然沒問題｣,人工定稿,导入警告: kana_residue
