seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t6_3_0_0.tob,27,,未翻,
2,0x1c,system,system,r2_t6_3_0_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン6_フリー移動イベント,31,ROM2_回合6_自由移動事件,人工定稿,
4,0x4c,dialogue,label,ROM2_ターン6_フリーイベント判定,31,ROM2_回合6_自由事件判定,人工定稿,
5,0x6c,dialogue,label,ROM2_ターン6_フリー移動,23,ROM2_回合6_自由移動,人工定稿,
6,0x84,dialogue,narrative,ロム2_ターン6_フリー移動場所セット,34,ROM2_回合6_自由移動地點設定,人工定稿,
7,0xa8,dialogue,command,フェードアウト,14,,未翻,
8,0xb8,dialogue,narrative,ロム2_ターン6_ダミー,20,ROM2_回合6_假資料,人工定稿,P7 校对修正: 与同族自由移动块(回合2/3/4)的 ダミー→假資料 对齐
9,0xd0,dialogue,narrative,ロム2_昇初回,12,ROM2_昇初回,人工定稿,P7 校对修正: 初回标签与块内 霞初回 及回合2块统一
10,0xdd,system,system,ts,2,,未翻,
11,0xe0,dialogue,narrative,周ﾘﾆ誰ﾓｲﾅｲｺﾄｦ確認ｼﾅがﾗ､,23,一邊確認四周沒人，,人工定稿,
12,0xf8,dialogue,narrative,素早ｸロックｦ解除ｽﾙ｡,19,迅速地解除了鎖定。,人工定稿,
13,0x10c,system,system,0186,4,,未翻,
14,0x111,dialogue,narrative,_3_｢……浅川ｻﾝ……?｣,20,_3_｢……淺川……?｣,人工定稿,
15,0x128,system,system,1099,4,,未翻,
16,0x12d,dialogue,narrative,_3_｢……森崎氏……｣,19,_3_｢……森崎……｣,人工定稿,
17,0x144,dialogue,narrative,ｿｺﾆﾊ彼が一人で佇ﾝでｲﾀ｡,22,他一個人站在那裡。,人工定稿,
18,0x15c,dialogue,narrative,思ﾜず身構ｴﾙが……｡,18,不禁警戒起來……,人工定稿,
19,0x170,system,system,0187,4,,未翻,
20,0x175,dialogue,narrative,_3_｢ｻｯｷﾊ……ごﾒﾝ｡笹木ﾓｱﾘがﾄﾅ｣,29,_3_｢剛才抱歉。也謝謝笹木。｣,人工定稿,P7 校对修正: 补回 も(也)
21,0x194,system,system,0790,4,,未翻,
22,0x199,dialogue,narrative,_3_｢……ｳﾝ｣,11,_3_｢……是｣,人工定稿,终轮省略号统一: 单…→…… x1
23,0x1a5,dialogue,narrative,_0.落ﾁ着ｲﾀ様子で､ﾅﾆﾖﾘだ｡,24,_0.看他很冷靜，太好了。,人工定稿,
