seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t2_3_0_0.tob,27,,未翻,
2,0x1c,system,system,r2_t2_3_0_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン2_フリー移動イベント,31,ROM2_回合2_自由移動事件,人工定稿,
4,0x4c,dialogue,label,ROM2_ターン2_フリーイベント判定,31,ROM2_回合2_自由事件判定,人工定稿,
5,0x6c,dialogue,label,ROM2_ターン2_フリー移動,23,ROM2_回合2_自由移動,人工定稿,
6,0x84,dialogue,label,<assert>式が偽  (v_移動人物 == 楓),34,<assert>式為假  (v_移動人物 == 楓),人工定稿,
7,0xa8,dialogue,narrative,"""主人公でｽﾖ?""",13,"""是主人公?""",人工定稿,P7 校对修正
8,0xb6,system,system,s,1,,未翻,
9,0xb8,dialogue,label,<assert>式が偽  (v_移動人物 == 西野),36,<assert>式為假  (v_移動人物 == 西野),人工定稿,
10,0xe0,dialogue,narrative,"""バカﾅ! 西野ﾊ死ﾝだﾊずだ!""",25,"""不可能! 西野應該死了!""",人工定稿,P7 校对修正
11,0xfc,dialogue,label,<assert>式が偽  (v_移動人物 > 昇 || v_移動人物 < 西野),54,<assert>式為假  (v_移動人物 > 昇 || v_移動人物 < 西野),人工定稿,
12,0x134,dialogue,narrative,"""v_移動人物ｵｶｼｲﾖ""",17,"""v_移動人物怪哦""",人工定稿,
13,0x148,dialogue,narrative,ロム2_ターン2_フリー移動場所セット,34,ROM2_回合2_自由移動場所設定,人工定稿,
14,0x16c,dialogue,narrative,昇･香菜出現,11,昇･香菜出現,人工定稿,导入警告: kana_residue
15,0x178,dialogue,command,フェードアウト,14,,未翻,
16,0x188,dialogue,narrative,ロム2_ターン2_ダミー,20,ROM2_回合2_假資料,人工定稿,P7 校对修正
17,0x1a0,dialogue,narrative,ロム2_ターン2_ジャック・薫初回,30,ROM2_回合2_傑克、薰初回,人工定稿,
18,0x1c0,system,system,0323,4,,未翻,
19,0x1c5,dialogue,narrative,_3_｢……ｳｯ｣,11,_3_｢……嗚｣,人工定稿,导入警告: kana_residue
20,0x1d1,dialogue,narrative,_0.ホールﾆ入ｯﾀ途端､美紀ｸﾝが顔ｦｼｶﾒﾙ｡,35,_0.一進大廳，美紀就皺臉。,人工定稿,
21,0x1f8,dialogue,narrative,無理ﾓﾅｲ｡,8,也難怪。,人工定稿,
22,0x201,dialogue,narrative,_0.ｺｺﾊﾂｲ数分前､,15,_0.這裡，,人工定稿,P7 校对修正
23,0x211,system,system,ts,2,,未翻,
24,0x214,dialogue,narrative,西野氏が処刑ｻﾚﾀ場所ﾅﾉだｶﾗ｡,26,是剛才西野被處刑的地方。,人工定稿,P7 校对修正
25,0x230,system,system,0444,4,,未翻,
26,0x235,dialogue,narrative,_3_｢大丈夫ｶ､美紀ｸﾝ｡具合が悪ｸﾅﾙ様ﾅﾗ……｣,39,_3_｢要不要緊? 美紀。不舒服的話……｣,人工定稿,P7 校对修正
27,0x260,system,system,0324,4,,未翻,
28,0x265,dialogue,narrative,_3_｢平気ｯｽﾖ｡ﾀだ……｣,20,_3_｢沒事。只是……｣,人工定稿,导入警告: kana_residue
29,0x27c,system,system,0325,4,,未翻,
30,0x281,dialogue,narrative,_3_｢血ﾉ臭ｲが……｣,17,_3_｢血腥味……｣,人工定稿,导入警告: kana_residue
31,0x294,dialogue,narrative,美紀ｸﾝﾉ言ｳ通ﾘ､,14,如美紀所言，,人工定稿,
32,0x2a4,dialogue,narrative,ホール内ﾊ生臭ｲ鉄分ﾉ臭ｲが充満ｼﾃｲﾀ｡,33,大廳裡滿是腥臭鐵味。,人工定稿,
33,0x2c8,dialogue,narrative,ｿﾉ臭ｲﾊ､例ﾉ投票部屋ﾆ近づｸ度ﾆ,27,那味道，越靠近投票房，,人工定稿,
34,0x2e4,dialogue,narrative,濃ｸ漂ｯﾃｸﾙ｡,10,越發濃重。,人工定稿,
35,0x2ef,system,system,.0020,5,,未翻,
36,0x2f5,dialogue,narrative,_3_｢ﾌﾋｬﾋｬﾋｬ!,12,_3_｢桀桀桀!,人工定稿,导入警告: kana_residue
37,0x302,dialogue,narrative,0.ｺｺﾊ血ﾅﾏぐｻｸﾃ最高ﾆ居心地ｲｲﾅ!,29,0.這裡血腥味重，待著最舒服!,人工定稿,P7 校对修正
38,0x320,dialogue,narrative,テンション上がﾙぜｪ!｣,20,情緒高漲咯!｣,人工定稿,导入警告: kana_residue
39,0x338,system,system,0036,4,,未翻,
40,0x33d,dialogue,narrative,_3_｢ジャックｻﾝ､,15,_3_｢傑克，,人工定稿,导入警告: kana_residue
41,0x34d,system,system,ts,2,,未翻,
42,0x350,dialogue,narrative,不謹慎ﾅｺﾄｦ言ﾜﾅｲで下ｻｲ!｣,23,請別説輕率話!｣,人工定稿,导入警告: kana_residue
43,0x368,system,system,0021,4,,未翻,
44,0x36d,dialogue,narrative,_3_｢チッ!,9,_3_｢切!,人工定稿,导入警告: kana_residue
45,0x377,dialogue,narrative,_ｲﾁｲﾁｳﾙｾｪﾅ､ｱﾝﾀ｡,15,_毎次都這麼煩。,人工定稿,P7 校对修正
46,0x388,dialogue,narrative,ｲｯｿ､黙ﾗｾﾃﾔﾛｫｶ?｣,15,乾脆讓人閉嘴?｣,人工定稿,P7 校对修正
47,0x398,system,system,0037,4,,未翻,
48,0x39d,dialogue,narrative,_3_｢……ﾅ､ﾁ､近寄ﾗﾅｲで下ｻｲｯ!,27,_3_｢……別、別靠近!,人工定稿,导入警告: kana_residue
