seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t3_4_4_0.tob,27,,未翻,
2,0x1c,system,system,r2_t3_4_4_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_3ターン目終了後,20,ROM2_3回合結束後,人工定稿,
4,0x44,dialogue,command,フェードアウト,14,,未翻,
5,0x54,dialogue,narrative,ロム2_3ターン目終了後,21,ROM2_3回合結束後,人工定稿,
6,0x6c,dialogue,narrative,投票部屋ｶﾗ出ﾙﾄ､美紀ｸﾝが駆ｹ寄ｯﾃｸﾙ｡,33,出了投票房，美紀奔了過來。,人工定稿,
7,0x90,system,system,0552,4,,未翻,
8,0x95,dialogue,narrative,_4_｢ｵ姉ｻﾏｯ｡ｵ疲ﾚｯｽ｣,18,_4_｢姐姐大人辛苦｣,人工定稿,导入警告: kana_residue
9,0xa8,system,system,0713,4,,未翻,
10,0xad,dialogue,narrative,_4_｢美紀ｸﾝ｡君ﾓ､ｵ疲ﾚｻﾏ｣,22,_4_｢美紀，也辛苦了｣,人工定稿,导入警告: kana_residue
11,0xc4,system,system,0553,4,,未翻,
12,0xc9,dialogue,narrative,_4_｢ｱ､ｱﾉ､ｱﾀｼ……ｻｯｷﾉ投票……｣,29,_4_｢那個……我剛才的投票……｣,人工定稿,导入警告: kana_residue
13,0xe8,system,system,0714,4,,未翻,
14,0xed,dialogue,narrative,_4_｢ﾜｶｯﾃﾙ｡ｱﾘがﾄｳ｣,17,_4_｢我知道，謝謝｣,人工定稿,导入警告: kana_residue
15,0x100,system,system,0160,4,,未翻,
16,0x105,dialogue,narrative,_4_｢皆ｻﾝｲﾏｽｶ?｣,14,_4_｢大家都在?｣,人工定稿,导入警告: kana_residue
17,0x114,dialogue,narrative,ｿﾉ問ｲｶｹﾆ呼応ｽﾙｶﾉﾖｳﾆ携帯が震ｴﾀ｡,30,像是回應那問話般，手機震動了。,人工定稿,
18,0x134,dialogue,narrative,一斉ﾆ携帯ｦ開ｷ､内容ｦ見ﾙ｡,23,一齊打開手機看内容。,人工定稿,
19,0x14c,dialogue,narrative,――ｿｼﾃ,7,――後,人工定稿,
20,0x154,dialogue,narrative,知ﾙｺﾄﾆﾅﾙ｡,9,得知。,人工定稿,P7 校对修正
21,0x15e,dialogue,narrative,0.ｺﾉゲームﾊｿﾝﾅﾆ単純ﾅﾓﾉでﾊ,25,0.這個遊戲不是那麼簡單,人工定稿,
22,0x178,dialogue,narrative,ﾅｲﾄｲｳｺﾄｦ｡,9,的東西。,人工定稿,
23,0x182,system,system,0.0104,6,,未翻,
24,0x189,dialogue,narrative,_4_｢……ﾁｮｯﾄ､ｺﾚ……｣,20,_4_｢……等等這……｣,人工定稿,导入警告: kana_residue
25,0x1a0,system,system,0081,4,,未翻,
26,0x1a5,dialogue,narrative,_4_｢嘘だﾛ!?｣,12,_4_｢騙人!?｣,人工定稿,导入警告: kana_residue
27,0x1b2,system,system,0.0015,6,,未翻,
28,0x1b9,dialogue,narrative,_4_｢ｳｰﾝ……?,12,_4_｢唔……?,人工定稿,导入警告: kana_residue
29,0x1c6,dialogue,narrative,0.ﾈｪ､ｵ兄ﾁｬﾝ｡ｺﾚ､誰ﾉｺﾄ?｣,22,0.欸，哥哥，這是誰?｣,人工定稿,导入警告: kana_residue
30,0x1e0,system,system,0031,4,,未翻,
31,0x1e5,dialogue,narrative,_4_｢……『今宮一郎』,20,_4_｢……『今宮一郎』,人工定稿,导入警告: kana_residue
32,0x1fc,dialogue,narrative,ｱﾉ怖ｲオジサンだﾖ……｣,21,就是那個可怕大叔……｣,人工定稿,导入警告: kana_residue
33,0x214,system,system,0715,4,,未翻,
34,0x219,dialogue,narrative,_4_｢ﾏｻｶ……!｣,13,_4_｢怎麼會!｣,人工定稿,导入警告: kana_residue
35,0x227,dialogue,narrative,.携帯ﾉ画面ﾆﾊ､悪夢ﾉﾖｳﾅ文字｡,26,.手機上，惡夢般的文字。,人工定稿,
36,0x244,dialogue,narrative,絶対ﾆ阻止ｼﾅｹﾚばﾅﾗﾅｶｯﾀ結果｡,26,本該絶對阻止的結果。,人工定稿,P7 校对修正
37,0x260,dialogue,narrative,件名『次ﾉ犠牲者ｦオシラセシマス』｡,33,標題『通知下一位犧牲者』。,人工定稿,P7 校对修正
38,0x284,dialogue,narrative,本文ﾊ――,9,正文――,人工定稿,
39,0x28e,dialogue,narrative,0.『今回ﾉ死亡者ﾊ､今宮一郎ｻﾝでｽ』,32,0.『這次的死者是今宮一郎』,人工定稿,
40,0x2b0,dialogue,narrative,"『処刑方法ﾊ､“スライスミキサー""でｽ』",36,"『處刑方法是""切片攪拌機""』",人工定稿,
41,0x2d8,dialogue,narrative,ロム2_3ターン目終了後_ﾂﾑじ,26,ROM2_3回合結束後_旋,人工定稿,
42,0x2f4,system,system,0716,4,,未翻,
43,0x2f9,dialogue,narrative,_4_｢ﾏｻｶ……ﾅ｣,13,_4_｢怎麼會｣,人工定稿,导入警告: kana_residue
44,0x307,dialogue,narrative,.ﾂﾑじｸﾝﾉ顔ｦ見ﾙ｡,15,.看旋的臉。,人工定稿,
45,0x318,dialogue,narrative,予想ﾊｼﾃｲﾀ､だがﾔﾊﾘ意外だｯﾀ､事実｡,31,早有預料，但依然意外的事實。,人工定稿,
46,0x338,dialogue,narrative,シリアルキラー､柏木ﾂﾑじ｡,24,連環殺手，柏木旋。,人工定稿,
47,0x354,dialogue,narrative,彼ﾆﾊ､ジャック氏ｦ殺害ｽﾙ十分ﾅ理由がｱﾙ｡,36,他有殺害傑克的充分理由。,人工定稿,
48,0x37c,dialogue,narrative,……だが､ｿｳ決ﾒﾂｹﾙﾉﾓ早計ｽぎﾙ｡,28,……但這麼斷定也太早。,人工定稿,
49,0x39c,dialogue,narrative,Xﾆﾖｯﾃ指名ｻﾚﾃｲﾙ者ﾊ､,18,被X指名的人，,人工定稿,
50,0x3b0,dialogue,narrative,誰が指名ｼﾃﾓｵｶｼｸﾅｲ者ばｶﾘだ｡,26,都是誰被指名都不奇怪的人。,人工定稿,
51,0x3cc,dialogue,narrative,例ｴば､ジャック氏ｦ指名ｼﾀﾉが,26,比如，指名傑克的,人工定稿,
52,0x3e8,dialogue,narrative,美紀ｸﾝだｯﾀﾄｼﾃﾓ樫沢氏だｯﾀﾄｼﾃﾓ,28,是美紀也好，是樫澤也好,人工定稿,
53,0x408,dialogue,narrative,薫ｻﾝだｯﾀﾄｼﾃﾓ納得ﾊでｷﾙ｡,22,就算是薰也能理解。,人工定稿,
54,0x420,dialogue,narrative,だｶﾗ､ﾏだ確定でﾊﾅｲ｡,18,所以還沒確定。,人工定稿,
55,0x434,dialogue,narrative,慎重ﾆ動ｸべｷだ｡,14,該慎重行動。,人工定稿,
56,0x444,dialogue,narrative,ｿﾚﾖﾘ……｡,9,話説回來,人工定稿,
57,0x44e,dialogue,narrative,0.ロム2_3ターン目終了後_合流,28,0.ROM2_3回合結束後_合流,人工定稿,
58,0x46c,system,system,0082,4,,未翻,
59,0x471,dialogue,narrative,_4_｢ジャックﾊどｺﾆｲﾙ!?｣,22,_4_｢傑克在何處!?｣,人工定稿,导入警告: kana_residue
60,0x488,system,system,0554,4,,未翻,
61,0x48d,dialogue,narrative,_4_｢ｱｿｺｯ!｣,10,_4_｢那裡!｣,人工定稿,导入警告: kana_residue
62,0x498,dialogue,narrative,美紀ｸﾝが指ｼﾀ方ｦ､全員が振ﾘ返ﾙ｡,29,全員回頭看向美紀指的方向。,人工定稿,
63,0x4b8,dialogue,narrative,ｿｺでﾊ確ｶﾆ､ジャック氏が､,23,那裡確實，傑克，,人工定稿,
64,0x4d0,dialogue,narrative,投票部屋ﾆ閉じ込ﾒﾗﾚﾃｲﾀ……!,26,被關在投票房裡……!,人工定稿,
65,0x4ec,system,system,0072,4,,未翻,
66,0x4f1,dialogue,narrative,_4_｢ﾌﾋｬﾋｬﾋｬﾋｬ!,14,_4_｢桀桀桀桀!,人工定稿,导入警告: kana_residue
67,0x500,dialogue,narrative,オレｶ! ﾁﾄ早ｽぎﾙﾅ｣,17,是我!有點太早了｣,人工定稿,导入警告: kana_residue
68,0x514,system,system,0052,4,,未翻,
69,0x519,dialogue,narrative,_4_｢待ｯﾃﾛ､ｽぐ助ｹﾙ!｣,19,_4_｢等著，馬上救!｣,人工定稿,导入警告: kana_residue
70,0x530,system,system,0073,4,,未翻,
71,0x535,dialogue,narrative,_4_｢助ｹﾙ? オレｦ?,16,_4_｢救我? 救我?,人工定稿,导入警告: kana_residue
72,0x546,system,system,s,1,,未翻,
73,0x548,dialogue,narrative,ﾌﾋｬﾋｬ! ﾔﾚﾙﾓﾝﾅﾗﾔｯﾃﾐﾛ!｣,21,桀桀! 有本事就試!｣,人工定稿,导入警告: kana_residue
74,0x560,system,system,0105,4,,未翻,
75,0x565,dialogue,narrative,_4_｢任ｾﾃ!｣,10,_4_｢我來!｣,人工定稿,导入警告: kana_residue
76,0x570,system,system,0083,4,,未翻,
77,0x575,dialogue,narrative,_4_｢香菜､どｳｽﾙﾝだ!?｣,20,_4_｢香菜，怎麼做!?｣,人工定稿,导入警告: kana_residue
78,0x58c,system,system,0106,4,,未翻,
79,0x591,dialogue,narrative,_4_｢テルミット爆弾ﾖ｡,20,_4_｢鋁熱剤炸彈哦,人工定稿,导入警告: kana_residue
80,0x5a8,dialogue,narrative,ｺﾝﾅｺﾄﾓｱﾛｳｶﾄ,11,以防萬一,人工定稿,
81,0x5b4,dialogue,narrative,ｱﾘｱﾜｾﾉﾓﾉで作ｯﾃｵｲﾀﾉ｣,19,用現成材料做的｣,人工定稿,导入警告: kana_residue
82,0x5c8,system,system,0717,4,,未翻,
83,0x5cd,dialogue,narrative,_4_｢ば､爆弾だﾄ……!?｣,21,_4_｢炸、炸彈……!?｣,人工定稿,导入警告: kana_residue
84,0x5e4,system,system,0555,4,,未翻,
85,0x5e9,dialogue,narrative,_4_｢ｳﾋｬｰ､マジｯｽｶ……!?｣,23,_4_｢嗚呀，真的假的!?｣,人工定稿,导入警告: kana_residue
86,0x604,dialogue,narrative,面白ｲ思考ｦｽﾙﾄﾊ思ｯﾃｲﾀが､,23,本以為想法有趣，,人工定稿,
87,0x61c,dialogue,narrative,ﾏｻｶｿﾝﾅ過激ﾅﾓﾉｦ作ｯﾃｲﾙﾄﾊ……｡,27,沒想到做出如此激進之物……,人工定稿,P7 校对修正
88,0x638,dialogue,narrative,彼女ﾉ取ﾘ出ｼﾀタブレット菓子ﾉ容器｡,32,他拿出的錠剤糖果容器。,人工定稿,
89,0x65c,dialogue,narrative,どｳﾔﾗｿｺﾆ火薬ｶ何ｶが詰ﾏｯﾃｲﾙﾗｼｲ｡,29,看來裡頭塞滿火藥之類。,人工定稿,
90,0x67c,system,system,0107,4,,未翻,
91,0x681,dialogue,narrative,_4_｢ｽごｸ危ﾅｲｶﾗ､ﾐﾝﾅ下がｯﾃ!｣,26,_4_｢很危險，大家退後!｣,人工定稿,导入警告: kana_residue
92,0x69c,system,system,0084,4,,未翻,
93,0x6a1,dialogue,narrative,_4_｢危ﾅｲｯﾃ､じｬｱｵ前ﾓ……｣,24,_4_｢危險，那也避開……｣,人工定稿,导入警告: kana_residue
94,0x6bc,system,system,0108,4,,未翻,
95,0x6c1,dialogue,narrative,_4_｢早ｸ!,8,_4_｢快!,人工定稿,导入警告: kana_residue
96,0x6ca,dialogue,narrative,4_火傷ﾄｶｻﾚﾀﾗ私が,16,4_要是被燒傷，,人工定稿,P7 校对修正
97,0x6dc,dialogue,narrative,暴力で反則ﾆｻﾚﾙじｬﾅｲ!｣,21,我會被視作暴力犯規!｣,人工定稿,P7 校对修正
98,0x6f4,system,system,0085,4,,未翻,
99,0x6f9,dialogue,narrative,_4_｢ｿｯｶ……!,12,_4_｢這樣哦!,人工定稿,导入警告: kana_residue
100,0x706,dialogue,narrative,0.ｵｲ､ﾐﾝﾅ下がﾚ!｣,15,0.欸大家退後!｣,人工定稿,导入警告: kana_residue
101,0x716,system,system,s,1,,未翻,
102,0x718,dialogue,narrative,皆､言ﾜﾚﾀ通ﾘ後ﾛﾆ引ｸ｡,19,大家依言後退。,人工定稿,
103,0x72c,dialogue,narrative,爆弾ﾅどﾄｲｳﾓﾉｦ間近で見ﾙﾉﾊ初ﾒﾃﾅﾉで,32,從沒近距離看過炸彈，,人工定稿,
104,0x750,dialogue,narrative,どﾉ程度ﾉ距離が必要ﾅﾉｶ見当ﾓﾂｶﾅｲ｡,31,不知該離多遠。,人工定稿,
105,0x770,dialogue,narrative,だが私ｦ含ﾒ､誰ﾋﾄﾘﾄｼﾃ,19,但包括我，似乎沒人,人工定稿,P7 校对修正
106,0x784,dialogue,narrative,部屋ｶﾗ出ﾖｳﾄﾊ思ﾜﾅｶｯﾀﾗｼｲ｡,23,想過離開房間。,人工定稿,P7 校对修正
107,0x79c,dialogue,narrative,怖ｲﾓﾉ見ﾀｻﾄﾊ恐ﾛｼｲﾓﾉだ｡,21,想看可怕之物真可怕。,人工定稿,
108,0x7b4,system,system,0109,4,,未翻,
109,0x7b9,dialogue,narrative,_4_｢ｲｸﾜﾖ……!｣,14,_4_｢要上咯!｣,人工定稿,导入警告: kana_residue
110,0x7c8,dialogue,narrative,懐ｶﾗジッポライターｦ取ﾘ出ｼ､,26,從懷中取出打火機，,人工定稿,
