seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t4_4_4_0.tob,27,,未翻,
2,0x1c,system,system,r2_t4_4_4_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_4ターン目終了後,20,ROM2_第4回合結束後,人工定稿,
4,0x44,dialogue,command,フェードアウト,14,,未翻,
5,0x54,dialogue,narrative,ロム2_樫沢処刑,14,ROM2_樫澤處刑,人工定稿,
6,0x64,dialogue,narrative,投票部屋ｶﾗ出ﾙﾄ､ﾁｮｳど美紀ｸﾝﾓ,27,走出投票房時，正好美紀也,人工定稿,
7,0x80,dialogue,narrative,部屋ｦ出ﾃｷﾀﾄｺﾛだｯﾀ｡,18,剛從房間出來。,人工定稿,"P7 校对修正: 出てきたところだった=剛…, 与上一行正好衔接"
8,0x94,system,system,0653,4,,未翻,
9,0x99,dialogue,narrative,_4_｢ｱ､ｵ姉ｻﾏ! ｵ疲ﾚｯｽ!｣,21,_4_｢姐姐大人!辛苦了!｣,人工定稿,导入警告: kana_residue
10,0xb0,system,system,0856,4,,未翻,
11,0xb5,dialogue,narrative,_4_｢ｱｱ､ｵ疲ﾚ｡香菜ｸﾝ達ﾊ……｣,26,_4_｢辛苦了。香菜他們……｣,人工定稿,"P7 校对修正: クン達=他們, 与22行 旋他們 统一"
12,0xd0,system,system,0654,4,,未翻,
13,0xd5,dialogue,narrative,_4_｢香菜ｻﾝﾅﾗ､ﾎﾗｱｿｺﾆ……｣,24,_4_｢香菜的話看那邊……｣,人工定稿,导入警告: kana_residue
14,0xf0,dialogue,narrative,美紀ｸﾝﾉ指ｦｻｽ方向ﾍ視線ｦ向ｹﾚば､,29,朝美紀指的方向望去，,人工定稿,
15,0x110,dialogue,narrative,ｿｺでﾊ香菜ｸﾝﾄ森崎氏が話ｼﾃｲﾙ｡,27,香菜正在和森崎説話。,人工定稿,
16,0x12c,dialogue,narrative,ｿｼﾃｿﾝﾅ二人ｦ少ｼ離ﾚﾀ位置ｶﾗ､,25,而從稍遠的位置，,人工定稿,
17,0x148,dialogue,narrative,唯柚ｸﾝﾔ紅春ｸﾝ達が見ﾃｲﾀ｡,23,唯柚和紅春他們看著。,人工定稿,
18,0x160,system,system,0857,4,,未翻,
19,0x165,dialogue,narrative,_4_｢……坂橋氏ﾔ霞ｸﾝﾓ出ﾃ来ﾀﾖｳだｼ､,32,_4_｢……坂橋和霞也出來了，,人工定稿,导入警告: kana_residue
20,0x188,dialogue,narrative,大体揃ｯﾃﾙﾖｳだﾅ｣,15,差不多到齊了｣,人工定稿,导入警告: kana_residue
21,0x198,system,system,0655,4,,未翻,
22,0x19d,dialogue,narrative,_4_｢ﾂﾑじｸﾝ達ﾓﾁｬﾝﾄｲﾙﾐﾀｲｯｽﾈ｡,26,_4_｢旋他們也好像都在呀。,人工定稿,"P7 校对修正: みたいっすね 共感陈述, 依v1.4卡不译哦, 改呀"
23,0x1b8,dialogue,narrative,ﾃｲｳｺﾄﾊ､今回ﾊ犠牲者ナシｯﾃｺﾄで……｣,33,也就是説，這次沒有犧牲者……｣,人工定稿,导入警告: kana_residue
24,0x1dc,dialogue,narrative,美紀ｸﾝﾉ言葉ｦ遮ﾙﾖｳﾆ携帯が震ｴﾀ｡,29,像要打斷美紀的話，手機震了。,人工定稿,
25,0x1fc,dialogue,narrative,一斉ﾆ携帯ｦ開ｷ､内容ｦ見ﾙ｡,23,一齊打開手機看内容。,人工定稿,
