seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t7_1_2_0.tob,27,,未翻,
2,0x1c,system,system,r2_t7_1_2_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_トゥルーエンド,19,ROM2_真結局,人工定稿,
4,0x40,dialogue,narrative,ロム2_トゥルーエンド,20,ROM2_真結局,人工定稿,
5,0x58,dialogue,narrative,ｿﾉ時｡,5,當時,人工定稿,
6,0x5e,dialogue,narrative,1_ｸｲｸｲﾄ､美紀ｸﾝﾆ袖ｦ引ｯ張ﾗﾚﾀ｡,27,1_美紀用力拉了拉我的袖子。,人工定稿,P7 校对修正
7,0x7c,dialogue,narrative,何事ｶﾄ見ﾙﾄ､小声で耳打ﾁｼﾃｸﾙ｡,27,一看怎麼回事，便小聲耳語。,人工定稿,P7 校对修正
8,0x98,system,system,0904,4,,未翻,
9,0x9d,dialogue,narrative,_1_｢ｵ姉ｻﾏ､ｱｿｺ……入口……｣,26,_1_｢姐姐大人那裏…入口…｣,人工定稿,P7 人工补译
10,0xb8,dialogue,narrative,美紀ｸﾝが指ｻｽ先で｡,17,美紀所指的方向。,人工定稿,P7 校对修正
11,0xcc,dialogue,narrative,ﾊﾙｶｸﾝﾄ薫ｸﾝが､,13,遙和薰，,人工定稿,
12,0xda,system,system,s,1,,未翻,
13,0xdc,dialogue,narrative,ｺﾁﾗﾉ様子ｦ伺ｯﾃｲﾀ｡,16,窺探這邊的情況。,人工定稿,
14,0xf0,system,system,1299,4,,未翻,
15,0xf5,dialogue,narrative,_1_｢……美紀ｸﾝ｡,15,_1_｢……美紀。,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
16,0x105,system,system,ts,2,,未翻,
17,0x108,dialogue,narrative,今ｶﾗ促ｽｶﾗ､先ﾆ行ｯﾃ,17,我這就去催，先去,人工定稿,P7 校对修正
18,0x11c,dialogue,narrative,投票部屋ﾆ入ｯﾃｲﾃｸﾚ｣,18,投票室裡待著｣,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
