seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t3_4_1_0.tob,27,,未翻,
2,0x1c,system,system,r2_t3_4_1_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン3_投票前イベント,27,ROM2_回合3_投票前事件,人工定稿,
4,0x48,dialogue,label,ROM2_ターン3_投票前,19,ROM2_回合3_投票前,人工定稿,
5,0x5c,dialogue,narrative,ターン3_調査分岐,16,回合3_調査分支,人工定稿,
6,0x6d,dialogue,narrative,前,2,前,人工定稿,
7,0x70,dialogue,narrative,ジャックｦ調査,13,調査傑克,人工定稿,
8,0x7e,system,system,s,1,,未翻,
9,0x80,dialogue,narrative,ﾂﾑじｦ調査,9,調査旋,人工定稿,
10,0x8a,dialogue,narrative,0.薫ｦ調査,9,0.調査薰,人工定稿,
11,0x94,dialogue,narrative,樫沢ｦ調査,9,調査樫澤,人工定稿,
12,0x9e,dialogue,narrative,0.<switch_err> ﾆ分岐ｼﾃｷﾀ,24,0.<switch_err> 分支到了,人工定稿,"终轮分岐行统一: ﾆ=助词に, 基准形 分支到了"
13,0xb8,dialogue,command,フェードアウト,14,,未翻,
14,0xc8,dialogue,narrative,ロム2_美紀ﾄ協力関係ﾆｱﾙ,22,ROM2_與美紀合作關係,人工定稿,
15,0xe0,system,system,0651,4,,未翻,
16,0xe5,dialogue,narrative,_4_｢ｻﾃ｡一通ﾘ聞ｷ終ﾜｯﾀｶ……｣,26,_4_｢那麼。都問完一遍……｣,人工定稿,导入警告: kana_residue
17,0x100,system,system,0510,4,,未翻,
18,0x105,dialogue,narrative,_4_｢今ﾉﾄｺﾛ大丈夫ｿｳｯｽﾖﾈ?｣,24,_4_｢目前看來沒問題對不?｣,人工定稿,P7 校对修正
19,0x120,system,system,0652,4,,未翻,
20,0x125,dialogue,narrative,_4_｢ｿｳだﾅ……｣,14,_4_｢是呀……｣,人工定稿,导入警告: kana_residue
21,0x134,dialogue,narrative,ｿﾚﾊﾂﾏﾘ､裏切ﾘ者ｦ,15,也就是，沒能,人工定稿,
22,0x144,dialogue,narrative,見抜ｹﾅｶｯﾀﾄｲｳｺﾄだ｡,17,看穿叛徒。,人工定稿,
23,0x158,system,system,0653,4,,未翻,
24,0x15d,dialogue,narrative,_4_｢ﾔﾊﾘ､ジャック氏ｦ調べﾙｼｶﾅｲﾉだﾛｳｶ｡,35,_4_｢果然，只能調査傑克了?,人工定稿,P7 校对修正
