seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t3_1_0_0.tob,27,,未翻,
2,0x1c,system,system,r2_t3_1_0_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン3,12,ROM2_回合3,人工定稿,
4,0x3c,dialogue,label,ROM2_3ターン目開始,18,ROM2_第3回合開始,人工定稿,
5,0x50,dialogue,command,フェードアウト,14,,未翻,
6,0x60,dialogue,narrative,ロム2_美紀ﾄ樫沢ﾉﾔﾘﾄﾘ,20,ROM2_美紀與樫澤交流,人工定稿,
7,0x78,dialogue,narrative,ホールｦ出ﾃ休憩場ﾆ向ｶｯﾃｲﾙﾄ､,26,走出大廳前往休息處時，,人工定稿,
8,0x94,dialogue,narrative,後ﾛｶﾗ樫沢氏が話ｼｶｹﾃ来ﾀ｡,23,樫澤從後面搭話過來。,人工定稿,
9,0xac,system,system,0136,4,,未翻,
10,0xb1,dialogue,narrative,_1_｢笹木ｻﾝ｡,11,_1_｢笹木。,人工定稿,导入警告: kana_residue
11,0xbd,dialogue,narrative,_0.今回ﾊ誰ﾓ死ﾅﾅｶｯﾀﾜｹでｽが､,26,_0.這次誰都沒死，但,人工定稿,
12,0xd8,dialogue,narrative,ｿﾛｿﾛ信じﾃｲﾀだｹﾏｼﾀｶ?｣,20,差不多該相信了?｣,人工定稿,导入警告: kana_residue
13,0xf0,system,system,0372,4,,未翻,
14,0xf5,dialogue,narrative,_1_｢ｴ､ｱﾀｼ?｣,11,_1_｢我?｣,人工定稿,导入警告: kana_residue
15,0x101,system,system,_0.0137,7,,未翻,
16,0x109,dialogue,narrative,_1_｢ｴｴ｡笹木ｻﾝﾊ浅川ｻﾝﾆ従ｯﾃ,25,_1_｢是的。笹木跟著淺川,人工定稿,导入警告: kana_residue
17,0x124,dialogue,narrative,渋々賛成ｼﾃｸﾚﾃﾏｽが……,21,勉強贊成，但……,人工定稿,
18,0x13c,dialogue,narrative,ｱﾅﾀ自身ﾊ納得ｻﾚﾃｲﾅｲﾖｳだｯﾀﾉで｣,28,但自己似乎並不認同｣,人工定稿,P7 校对修正: あなた自身 非第三人称本人
19,0x15c,system,system,0373,4,,未翻,
20,0x161,dialogue,narrative,_1_｢……信じﾗﾚﾙﾜｹﾅｲじｬﾝ｣,24,_1_｢……怎麼可能相信｣,人工定稿,导入警告: kana_residue
21,0x17c,system,system,0138,4,,未翻,
22,0x181,dialogue,narrative,_1_｢何故でｽｶ｡作戦が成功ｼﾀﾄｲｳﾉﾆ……｣,35,_1_｢為何。明明作戰成功了……｣,人工定稿,导入警告: kana_residue
23,0x1a8,system,system,0374,4,,未翻,
24,0x1ad,dialogue,narrative,_1_｢何が作戦成功だﾖ｡前ﾉ投票じｬ､西野ﾉｵｯｻﾝ,40,_1_｢什麼作戰成功。前次投票，西野大叔,人工定稿,导入警告: kana_residue
25,0x1d8,dialogue,narrative,が死ﾝでﾙじｬﾝ!｣,14,不是死了!｣,人工定稿,导入警告: kana_residue
26,0x1e8,system,system,0139,4,,未翻,
27,0x1ed,dialogue,narrative,_1_｢ｿﾚﾊ裏切ﾘ者がｲﾀｶﾗでｽﾖ｣,25,_1_｢那是因為有背叛者｣,人工定稿,导入警告: kana_residue
28,0x208,system,system,0375,4,,未翻,
29,0x20d,dialogue,narrative,_1_｢裏切ﾘ者ﾈｪ……?｣,19,_1_｢背叛者呀……?｣,人工定稿,P7 校对修正: ねぇ 反问语气 去陈述化
30,0x224,dialogue,narrative,美紀ｸﾝﾊ疑ﾜｼｲ視線ｦ樫沢氏ﾆ向ｹﾃｲﾙ｡,31,美紀用懷疑視線看向樫澤。,人工定稿,
31,0x244,dialogue,narrative,ｿﾉﾏﾅざｼﾆ樫沢氏ﾊ困ｯﾀﾖｳﾆ両肩ｦ竦ﾒﾀ｡,32,那視線令樫澤困擾地聳肩。,人工定稿,
32,0x268,system,system,0140,4,,未翻,
33,0x26d,dialogue,narrative,_1_｢ﾓｼｶｼﾃ､僕ｦシリアルキラーだﾄ,30,_1_｢難道，懷疑我是,人工定稿,P7 校对修正
34,0x28c,dialogue,narrative,疑ｯﾃｲﾙﾉでｽｶ?｣,13,連環殺手?｣,人工定稿,P7 校对修正
35,0x29a,system,system,s,1,,未翻,
36,0x29c,system,system,0141,4,,未翻,
37,0x2a1,dialogue,narrative,_1_｢笹木ｻﾝだｯﾃ､,15,_1_｢笹木也是，,人工定稿,导入警告: kana_residue
38,0x2b1,system,system,ts,2,,未翻,
39,0x2b4,dialogue,narrative,投票ｦ自分ﾆ集ﾒﾙリスクﾉ高ｻｦ,25,把投票集中到自己的風險,人工定稿,
40,0x2d0,dialogue,narrative,知ﾗﾅｲ訳でﾓﾅｲでｼｮｳ?｣,19,也不是不知道?｣,人工定稿,导入警告: kana_residue
41,0x2e4,system,system,0376,4,,未翻,
42,0x2e9,dialogue,narrative,_1_｢ｿﾘｬｿｳだｹど､,15,_1_｢那倒是，,人工定稿,导入警告: kana_residue
43,0x2f9,system,system,ts,2,,未翻,
44,0x2fc,dialogue,narrative,警察ﾉ投票がｱﾙ以上ﾊｱﾝﾀが,23,有警察的投票，樫澤就,人工定稿,
45,0x314,dialogue,narrative,死ﾇｺﾄﾊﾅｲじｬﾝ｣,13,不會死｣,人工定稿,导入警告: kana_residue
46,0x322,system,system,s,1,,未翻,
47,0x324,system,system,0142,4,,未翻,
