seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t7_9_9_9.tob,27,,未翻,
2,0x1c,system,system,r2_t7_9_9_9.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_エピローグ_ノーマル,24,ROM2_尾聲_普通,人工定稿,
4,0x48,dialogue,label,ROM2_エピローグ_トゥルー,24,ROM2_尾聲_真實,人工定稿,
5,0x64,dialogue,command,フェードアウト,14,,未翻,
6,0x74,dialogue,narrative,ロム2_エピローグ_通常,21,ROM2_尾聲_通常,人工定稿,
7,0x8c,dialogue,narrative,殺人ゲームﾊ､市民側ﾉ勝利ﾄｼﾃ幕ｦ閉じﾀ｡,35,殺人遊戲以市民方的勝利落下了帷幕。,人工定稿,
8,0xb0,dialogue,narrative,ｱﾉビルｶﾗ脱出ｼ､日常ﾆ戻ｯﾃ驚ｲﾀﾉﾊ､,30,從那棟大樓逃出後，令我驚訝的是,人工定稿,
9,0xd0,dialogue,narrative,全ﾃがﾅｶｯﾀｺﾄﾆﾅｯﾃｲﾙｺﾄだｯﾀ｡,24,一切都被當作未發生過。,人工定稿,P7 校对修正
10,0xec,dialogue,narrative,Xﾉ犠牲ﾄﾅｯﾀ10人ﾊ､表向ｷ､,22,X犧牲者10人，表面上,人工定稿,
11,0x104,dialogue,narrative,事故ﾄｼﾃ処理ｻﾚﾃｲﾙ｡,17,被當作事故處理了,人工定稿,
12,0x118,dialogue,narrative,私達ｦ生ｶｽﾀﾒﾆ犠牲ﾆﾅｯﾀ薫ｻﾝﾉ亡骸ﾊ､,31,為讓我們活命而犧牲的薰的遺骸，,人工定稿,
13,0x138,dialogue,narrative,手厚ｸ葬ﾙべｸ連ﾚ帰ｯﾀﾉだが､,24,為了厚葬而帶回，可是，,人工定稿,P7 校对修正
14,0x154,dialogue,narrative,ｲﾂﾉ間ﾆｶｿﾉ事実ｽﾗ揉ﾐ消ｻﾚﾃｲﾀ｡,26,不知不覺間連事實都被抹消了,人工定稿,
15,0x170,dialogue,narrative,受ｹ渡ｼﾀ警官が偽物だｯﾀﾉｶ……,27,接手的警察莫非是冒牌貨……,人工定稿,
16,0x18c,dialogue,narrative,ｱﾙｲﾊ､警察ｽﾗﾓ動ｶｾﾙﾖｳﾅ組織ﾅﾉｶ｡,28,或者是連警察都能動用的組織。,人工定稿,P7 校对修正
17,0x1ac,dialogue,narrative,ﾊﾙｶｸﾝﾄﾊ､ｱﾚ以来会ｯﾃｲﾅｲ｡,22,那之後就沒再見過遙。,人工定稿,P7 校对修正
18,0x1c4,dialogue,narrative,彼女がどｳﾅｯﾀｶﾜｶﾗﾅｲが､,21,不知遙後來如何，但，,人工定稿,P7 校对修正
19,0x1dc,dialogue,narrative,どｺｶで元気ﾆ暮ﾗｼﾃｲﾙﾄ信じﾀｲ｡,26,想相信遙在某處過得很好,人工定稿,P7 校对修正
20,0x1f8,dialogue,narrative,ｱﾝﾅｺﾄがｱｯﾃﾓ……｡,16,就算有那種事……,人工定稿,
21,0x20c,dialogue,narrative,……世界ﾊ｡,10,……世界，,人工定稿,
22,0x217,dialogue,narrative,.何事ﾓﾅｸ回ｯﾃｲﾙ｡,15,.若無其事地運轉,人工定稿,
23,0x228,dialogue,narrative,ｿﾚｶﾗ､数日後｡,12,然後，數日後,人工定稿,
24,0x235,system,system,ts,2,,未翻,
25,0x238,dialogue,narrative,私ﾉ元ﾆ1通ﾉ手紙が届ｲﾀ｡,21,有一封信寄到我這裡。,人工定稿,
26,0x250,dialogue,narrative,差出人ﾊ､書ｶﾚﾃｲﾅｲ｡,17,沒寫寄件人是誰。,人工定稿,P7 校对修正
27,0x264,dialogue,narrative,ｿﾚどｺﾛｶ消印ﾓﾅｶｯﾀ｡,17,更別説郵戳了。,人工定稿,P7 校对修正
28,0x278,dialogue,narrative,不気味ﾆﾓﾎどがｱﾙ｡,16,也太令人發毛了。,人工定稿,P7 校对修正
29,0x28c,dialogue,narrative,封ｦ切ｯﾃ､中身ｦ確認ｽﾙﾄ､,21,打開信封，確認内容,人工定稿,
30,0x2a4,dialogue,narrative,一枚ﾉ紙が入ｯﾃｲﾀ｡,16,裡面裝著一張紙。,人工定稿,
31,0x2b8,dialogue,narrative,ｿﾚﾊ､『X』ﾄｼﾃ試験ｦｳｹﾅｲｶ､,23,要不要作為『X』受測，,人工定稿,
32,0x2d0,dialogue,narrative,ﾄｲｳ勧誘だｯﾀ｡,12,這樣的邀請。,人工定稿,
33,0x2dd,system,system,ts,2,,未翻,
34,0x2e0,dialogue,narrative,どｳﾓ私ﾉプレイングが認ﾒﾗﾚﾀﾗｼｲ｡,29,看來我的表現似乎得到了認可。,人工定稿,
35,0x300,dialogue,narrative,思ﾜず､身体が熱ｸﾅﾙ｡,18,我不由得渾身發熱。,人工定稿,
36,0x314,dialogue,narrative,ｵｿﾗｸﾊ､ﾄﾝでﾓﾅｲ報酬が得ﾗﾚﾙﾉだﾛｳ｡,30,想必能得到難以想像的報酬。,人工定稿,
37,0x334,dialogue,narrative,命ｦｶｹﾙﾆ相応ｼｲﾎどﾉ何ｶが,22,與賭上性命相稱之物,人工定稿,
38,0x34c,dialogue,narrative,待ｯﾃｲﾙﾉだﾛｳ｡,12,正等待著。,人工定稿,
39,0x359,system,system,ts,2,,未翻,
40,0x35c,dialogue,narrative,だｶﾗ､私ﾊ……｡,13,所以，我……,人工定稿,
41,0x36a,system,system,s,1,,未翻,
42,0x36c,dialogue,narrative,成功ｼﾀ暁ﾆどｳﾅﾙｶｦ確認ｽﾙ前ﾆ､,26,在確認成功後會如何之前，,人工定稿,
43,0x388,dialogue,narrative,手紙ｦ破ﾘ捨ﾃﾃﾔｯﾀ｡,16,我把信撕成碎片了,人工定稿,
44,0x39c,dialogue,narrative,紅春ｸﾝﾔｿﾚﾏでﾉ『X』ﾓ､,20,紅春及之前的『X』也,人工定稿,P7 校对修正
45,0x3b4,dialogue,narrative,成功報酬ｦ知ｯﾃ狂ﾜｻﾚﾀﾆ違ｲﾅｲ｡,26,一定是知道成功報酬後發狂了,人工定稿,
46,0x3d0,dialogue,narrative,何ｦ求ﾒﾗﾚ､何ｦ得ﾗﾚﾙﾉｶﾊ知ﾗﾅｲが､,28,不知會被要求什麼、得到什麼，,人工定稿,
