seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t6_1_0_0.tob,27,,未翻,
2,0x1c,system,system,r2_t6_1_0_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン6,12,ROM2_回合6,人工定稿,
4,0x3c,dialogue,narrative,ロム2_ターン6,13,ROM2_回合6,人工定稿,
5,0x4a,system,system,s,1,,未翻,
6,0x4c,dialogue,command,フェードアウト,14,,未翻,
7,0x5c,dialogue,narrative,ロム2_霞自殺未遂,16,ROM2_霞自殺未遂,人工定稿,
8,0x70,dialogue,narrative,一度ﾆ二人ﾓﾉ人間が処刑ｻﾚﾃｲｸ光景ｦ,31,一次便有兩人被處刑的景象,人工定稿,
9,0x90,dialogue,narrative,目ﾉ当ﾀﾘﾆｽﾙ｡,11,親眼目睹。,人工定稿,
10,0x9c,dialogue,narrative,誰ﾓが､現実感ｦ失ｯﾃｲﾀ｡,20,衆人失去現實感。,人工定稿,
11,0xb4,dialogue,narrative,今回ﾊショックﾉｱﾏﾘ,17,這次的打撃太大，,人工定稿,P7 校对修正
12,0xc8,dialogue,narrative,誰ﾓ休憩所ﾆ移動ｼﾖｳﾄｽﾗｼﾅｶｯﾀ｡,26,甚至無人試圖前往休息處。,人工定稿,P7 校对修正
13,0xe4,system,system,0157,4,,未翻,
14,0xe9,dialogue,narrative,_1_｢ｸｿ……ｸｿ……ｯ……｣,22,_1_｢可惡……可惡……｣,人工定稿,P7 校对修正
15,0x100,dialogue,narrative,最愛ﾉ人ｦ失ｯﾀ森崎氏ﾊ､悲ｼﾐﾆ暮ﾚ､,29,失去最愛之人，森崎悲痛不已，,人工定稿,P7 校对修正
16,0x120,dialogue,narrative,酷ｸ憔悴ｼｷｯﾃｲﾀ｡,14,極度憔悴。,人工定稿,
17,0x130,dialogue,narrative,薫ｻﾝﾓ目ｦ真ｯ赤ﾆｻｾ､ぐｽぐｽﾄ,24,薰也哭紅了眼，抽抽搭搭地,人工定稿,
18,0x14c,dialogue,narrative,鼻ｦｽｽｯﾃｲﾙ｡,10,吸著鼻子。,人工定稿,
19,0x157,dialogue,narrative,.紅春ｸﾝﾓ､ﾂﾑじｸﾝﾓﾊﾙｶｸﾝﾓ｡,23,.紅春、旋、遙也一樣。,人工定稿,P7 校对修正
20,0x170,dialogue,narrative,……ｽｯｶﾘﾄ言葉ｦ失ｯﾃｼﾏｯﾃｲﾀ｡,25,……全都説不出話來。,人工定稿,
21,0x18c,system,system,0757,4,,未翻,
22,0x191,dialogue,narrative,_1_｢ｵ姉ｻﾏ……｣,14,_1_｢姐姐大人｣,人工定稿,P7 校对修正
23,0x1a0,system,system,1036,4,,未翻,
24,0x1a5,dialogue,narrative,_1_｢……美紀ｸﾝ｡行ｸぞ｣,21,_1_｢……美紀，走咯。｣,人工定稿,P7 校对修正
25,0x1bc,system,system,0758,4,,未翻,
26,0x1c1,dialogue,narrative,_1_｢ﾄｲｳｺﾄﾊ､ﾓｼｶｼﾃ……｣,21,_1_｢也就是説莫非……｣,人工定稿,P7 校对修正
27,0x1d8,system,system,1037,4,,未翻,
28,0x1dd,dialogue,narrative,_1_｢ｱｱ｡急ｲで話ｦ聞ｶﾈばﾅﾙﾏｲ｣,26,_1_｢哦。得盡快問話。｣,人工定稿,
29,0x1f8,dialogue,narrative,シリアルキラー……三上霞ﾆ｡,26,連環殺手……向三上霞。,人工定稿,
30,0x214,dialogue,narrative,外ﾉ景色が見ｴﾙﾎど､,17,能見外面景色，,人工定稿,
31,0x228,dialogue,narrative,壁ﾉ破損が激ｼｲオフィス跡｡,24,破損嚴重的事務所舊址。,人工定稿,
32,0x244,dialogue,narrative,ｿﾉ天井ｶﾗ……｡,13,天花板……。,人工定稿,
33,0x252,system,system,s,1,,未翻,
34,0x254,system,system,1038,4,,未翻,
35,0x259,dialogue,narrative,_1_｢霞ｸﾝ!!｣,11,_1_｢霞!!｣,人工定稿,
36,0x265,system,system,_0.0759,7,,未翻,
37,0x26d,dialogue,narrative,_1_｢何ﾔｯﾃﾝﾉﾖ!｣,14,_1_｢幹嘛!｣,人工定稿,
38,0x27c,dialogue,narrative,美紀ｸﾝﾊ急ｲで駆ｹ寄ﾙﾄ､,20,美紀急忙奔上前，,人工定稿,
39,0x294,dialogue,narrative,机ﾉ上ﾆ登ﾘ､霞ｸﾝｦ吊ﾙｼﾃｲﾙ,22,爬上寫字臺，把吊著霞的,人工定稿,P7 校对修正
40,0x2ac,dialogue,narrative,ロープｦ引ｷﾁぎﾙ｡,15,繩索拉斷。,人工定稿,
41,0x2bc,system,system,1039,4,,未翻,
42,0x2c1,dialogue,narrative,_1_｢ｵｯﾄ｣,8,_1_｢哦｣,人工定稿,P7 校对修正
43,0x2ca,dialogue,narrative,1_私ﾊ下で､落ﾁﾙ霞ｸﾝｦ抱ｷ留ﾒﾀ｡,27,1_我在下方接住墜落的霞。,人工定稿,
44,0x2e8,dialogue,narrative,ｽｶｻず､首ﾆ巻ｶﾚﾀロープｦ緩ﾒﾙ｡,26,立刻鬆開纏在頸上的繩索。,人工定稿,
45,0x304,system,system,0065,4,,未翻,
46,0x309,dialogue,narrative,_1_｢ｳｯ……げﾎｯ､げﾎｯ……｣,24,_1_｢嗚……咳呵咳呵……｣,人工定稿,P7 校对修正
47,0x324,system,system,0760,4,,未翻,
48,0x329,dialogue,narrative,_1_｢ｱﾝﾀ､何ｼﾖｳﾄｼﾃﾀﾉﾖ!!｣,22,_1_｢霞，想幹嘛呀!!｣,人工定稿,P7 终轮统一: 双感叹号恢复
49,0x340,system,system,0066,4,,未翻,
50,0x345,dialogue,narrative,_1_｢ｹﾎｯ……ﾊｧ､ｼ､死ﾅｾﾃ下ｻｲ!!,27,_1_｢咳呵……哈，讓我去死!!,人工定稿,P7 终轮统一: 双感叹号恢复
51,0x364,dialogue,narrative,私ﾉｾｲで､圭ｸﾝが!｣,16,都怪我害了圭!｣,人工定稿,
52,0x378,system,system,0761,4,,未翻,
53,0x37d,dialogue,narrative,_1_｢だﾒｯ｡死ﾇﾄｶ言ｳﾅ!｣,20,_1_｢不准説死!｣,人工定稿,
54,0x394,dialogue,narrative,美紀ｸﾝﾊ必死ﾆ霞ｸﾝｦ崖ｯぷﾁｶﾗ,25,美紀死命把霞從崖邊,人工定稿,
55,0x3b0,dialogue,narrative,部屋ﾉ中央ﾏで引ｷ寄ｾﾀ｡,20,拉到房間中央。,人工定稿,
56,0x3c8,dialogue,narrative,霞ｸﾝﾊ力ﾅｸｿﾉ場ﾆｳずｸﾏﾙﾄ､,22,霞無力地蹲坐在原地，,人工定稿,
57,0x3e0,dialogue,narrative,泣ｷじｬｸﾙ｡,9,抽泣。,人工定稿,
58,0x3ea,system,system,0.0067,6,,未翻,
59,0x3f1,dialogue,narrative,_1_｢ｵﾈがｲ……死ﾅｾﾃ……死ﾅｾﾃｪ……｣,33,_1_｢求求……讓我死……讓我死……｣,人工定稿,P7 校对修正
60,0x414,system,system,1040,4,,未翻,
61,0x419,dialogue,narrative,_1_｢坂橋氏がｿﾚｦ望ﾝでｲﾙﾄﾊ思ｴﾝが?｣,32,_1_｢坂橋先生應該不會希望那樣?｣,人工定稿,P7 校对修正
62,0x43c,system,system,0068,4,,未翻,
63,0x441,dialogue,narrative,_1_｢ｳｩ……でﾓ……ﾜﾀｼﾉｾｲで……｣,30,_1_｢嗚……可是……都怪我……｣,人工定稿,P7 校对修正
64,0x460,system,system,1041,4,,未翻,
65,0x465,dialogue,narrative,_1_｢君ﾉｾｲだﾄｲｳ理由ｦ聞ｷﾀｲ｣,25,_1_｢我想聽為何是自己的錯｣,人工定稿,P7 校对修正
66,0x480,system,system,0069,4,,未翻,
