seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t2_4_1_0.tob,27,,未翻,
2,0x1c,system,system,r2_t2_4_1_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン2_投票前イベント,27,ROM2_回合2_投票前事件,人工定稿,
4,0x48,dialogue,label,ROM2_ターン2_投票前,19,ROM2_回合2_投票前,人工定稿,
5,0x5c,dialogue,narrative,薫ｦ調査,7,調査薰,人工定稿,
6,0x64,dialogue,narrative,樫沢ｦ調査,9,調査樫澤,人工定稿,
7,0x6e,dialogue,narrative,0.美紀ｦ調査,11,0.調査美紀,人工定稿,
8,0x7a,dialogue,narrative,0.<switch_err> ﾆ分岐ｼﾃｷﾀ,24,0.<switch_err> 分支到了,人工定稿,P7 校对修正
9,0x94,dialogue,command,フェードアウト,14,,未翻,
10,0xa4,dialogue,narrative,ロム2_ターン2_投票前,20,ROM2_回合2_投票前,人工定稿,
11,0xbc,dialogue,narrative,携帯が､震ｴﾀ｡,12,手機震動了。,人工定稿,
12,0xc9,system,system,ts,2,,未翻,
13,0xcc,system,system,0358,4,,未翻,
14,0xd1,dialogue,narrative,_4_｢ｳﾜｯﾄ……!｣,14,_4_｢哇……!｣,人工定稿,导入警告: kana_residue
15,0xe0,system,system,0486,4,,未翻,
16,0xe5,dialogue,narrative,_4_｢ｿﾛｿﾛ時間だﾅ｣,16,_4_｢時間快到了｣,人工定稿,导入警告: kana_residue
17,0xf6,system,system,s,1,,未翻,
18,0xf8,dialogue,narrative,ｺﾚﾊメールでﾊﾅｸアラーム機能だ｡,29,這不是郵件，而是鬧鈴功能。,人工定稿,
19,0x118,dialogue,narrative,今度ﾓメールが来ﾙ保証ﾊﾅｶｯﾀﾉで,28,因為這次也不能保證郵件會來,人工定稿,P7 校对修正
20,0x138,dialogue,narrative,例ﾉカウントダウンﾆ合ﾜｾﾃ,23,配合之前的倒數計時,人工定稿,
21,0x150,dialogue,narrative,アラームｦ設定ｼﾃｵｲﾀ｡,19,先設定好了鬧鈴。,人工定稿,
22,0x164,dialogue,narrative,ｿﾉカウントダウンメールｦ見ﾙ｡,27,看了那封倒數計時郵件。,人工定稿,
23,0x180,dialogue,narrative,残ﾘ時間ﾊ8分ﾆﾅｯﾃｲﾀ｡,18,剩餘時間只剩8分。,人工定稿,P7 校对修正
24,0x194,system,system,0359,4,,未翻,
25,0x199,dialogue,narrative,_4_｢ﾔｯぱ行ｶﾅｲﾄダメｯｽｶﾈ?｣,24,_4_｢果然不去不行?｣,人工定稿,导入警告: kana_residue
26,0x1b4,system,system,0487,4,,未翻,
27,0x1b9,dialogue,narrative,_4_｢駄目だﾛｳﾅ｣,14,_4_｢大概不行｣,人工定稿,导入警告: kana_residue
28,0x1c8,system,system,0360,4,,未翻,
29,0x1cd,dialogue,narrative,_4_｢ｳｳ……気が重ｲｯｽ｣,20,_4_｢嗚……心情沈重｣,人工定稿,导入警告: kana_residue
30,0x1e4,dialogue,narrative,私ﾓｿｳだが､沈ﾝでﾓｲﾗﾚﾏｲ｡,22,我也一樣，但不能消沈。,人工定稿,
31,0x1fc,dialogue,narrative,今度ｺｿ､ﾅﾝﾄｶｼﾃシリアルキラーｦ,28,這次一定要設法把連環殺手,人工定稿,
