seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t4_4_1_0.tob,27,,未翻,
2,0x1c,system,system,r2_t4_4_1_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン4_投票前イベント,27,ROM2_回合4_投票前事件,人工定稿,
4,0x48,dialogue,label,ROM2_ターン4_美紀ﾉ報告,22,ROM2_回合4_美紀報告,人工定稿,
5,0x5f,dialogue,narrative,ワｸﾆ投票,8,投給和久,人工定稿,P7 校对修正
6,0x68,dialogue,narrative,香菜ﾆ投票,9,投給香菜,人工定稿,P7 校对修正
7,0x72,dialogue,narrative,0.唯柚ﾆ投票,11,0.投給唯柚,人工定稿,P7 校对修正
8,0x7e,dialogue,narrative,0.<switch_err> ﾆ分岐ｼﾃｷﾀ,24,0.<switch_err> 分支到了,人工定稿,P7 校对修正
9,0x98,dialogue,narrative,ターン4_調査分岐,16,回合4_調査分支,人工定稿,
10,0xa9,dialogue,narrative,"ﾉ報""f_美紀投票誰ﾓﾀｯﾃｲﾏｾﾝﾖ?""",27,"報告""f_美紀投票無人提名?""",人工定稿,P7 校对修正
11,0xc8,dialogue,narrative,ターン4_調査分岐_唯柚,21,回合4_調査分支_唯柚,人工定稿,
12,0xe0,dialogue,narrative,樫沢ｦ調査,9,調査樫澤,人工定稿,
13,0xea,dialogue,narrative,0.香菜ｦ調査,11,0.調査香菜,人工定稿,
14,0xf6,dialogue,narrative,0.唯柚ｦ調査,11,0.調査唯柚,人工定稿,
15,0x102,dialogue,narrative,0.ターン4_調査分岐_昇,21,0.回合4_調査分支_昇,人工定稿,
16,0x118,dialogue,narrative,昇ｦ調査,7,調査昇,人工定稿,
17,0x120,dialogue,narrative,ターン4_調査分岐_香菜,21,回合4_調査分支_香菜,人工定稿,
18,0x138,dialogue,command,フェードアウト,14,,未翻,
19,0x148,dialogue,narrative,ロム2_美紀ﾉ報告,15,ROM2_美紀報告,人工定稿,
20,0x158,system,system,0806,4,,未翻,
21,0x15d,dialogue,narrative,_4_｢ｻﾃ､ｱﾄﾊ……｣,15,_4_｢接下來……｣,人工定稿,导入警告: kana_residue
22,0x16d,system,system,ts,2,,未翻,
23,0x170,dialogue,narrative,何ｶ聞ｷ忘ﾚﾃｲﾅｲｶﾄ美紀ｸﾝﾆ,22,正想向美紀確認有沒有,人工定稿,
24,0x188,dialogue,narrative,確認ｼﾖｳﾄｼﾀが､横ﾆﾊ誰ﾓｲﾅｸﾅｯﾃｲﾀ｡,29,忘了問什麼，但身旁已沒人了。,人工定稿,
25,0x1a8,system,system,0807,4,,未翻,
26,0x1ad,dialogue,narrative,_4_｢ﾑ? 美紀ｸﾝ､どｺﾆ行ｯﾀ……?｣,28,_4_｢唔? 美紀，去何處了……?｣,人工定稿,导入警告: kana_residue
27,0x1cc,system,system,0619,4,,未翻,
28,0x1d1,dialogue,narrative,_4_｢ｵ姉ｻﾏｯ……!｣,16,_4_｢姐姐大人…!｣,人工定稿,导入警告: kana_residue
29,0x1e2,system,system,s,1,,未翻,
30,0x1e4,system,system,0808,4,,未翻,
31,0x1e9,dialogue,narrative,_4_｢……美紀ｸﾝ｡,15,_4_｢……美紀。,人工定稿,导入警告: kana_residue
32,0x1f9,system,system,ts,2,,未翻,
33,0x1fc,dialogue,narrative,どｺﾆ行ｯﾃﾀﾉだ｡単独行動ﾊｽﾙべｷでﾅｲﾄ,32,去何處了。剛才明明説過,人工定稿,P7 校对修正
34,0x220,dialogue,narrative,ｻｯｷ言ﾜﾚﾀだﾛｳﾆ……｣,18,不要單獨行動……｣,人工定稿,导入警告: kana_residue
35,0x234,system,system,0620,4,,未翻,
36,0x239,dialogue,narrative,_4_｢ﾊｧ､ﾊｧﾊｧ､ｿﾚどｺﾛじｬﾅｲｯｽ!｣,27,_4_｢呼、呼呼，沒空説這個!｣,人工定稿,P7 校对修正
37,0x258,dialogue,narrative,珍ｼｸ息ｦ切ﾗｼﾅがﾗ､美紀ｸﾝﾊ私ｦ見上げﾀ｡,34,美紀難得喘著氣，抬頭看我。,人工定稿,
38,0x27c,system,system,0809,4,,未翻,
39,0x281,dialogue,narrative,_4_｢どｳｼﾀ､ｿﾝﾅﾆ慌ﾃﾃ｣,19,_4_｢怎麼了，這麼慌｣,人工定稿,P7 校对修正
40,0x298,system,system,0621,4,,未翻,
41,0x29d,dialogue,narrative,_4_｢ｵ姉ｻﾏ……,13,_4_｢姐姐大人,人工定稿,导入警告: kana_residue
42,0x2ab,dialogue,narrative,.ｱﾀｼ､ﾄﾝでﾓﾅｲﾓﾉｦ見ﾀｯｽ｣,21,.我見到不得了的東西｣,人工定稿,导入警告: kana_residue
43,0x2c4,system,system,0810,4,,未翻,
44,0x2c9,dialogue,narrative,_4_｢……ﾄﾝでﾓﾅｲﾓﾉ?｣,19,_4_｢……不得了?｣,人工定稿,导入警告: kana_residue
45,0x2e0,system,system,0622,4,,未翻,
46,0x2e5,dialogue,narrative,_4_｢ｱﾉ､入ﾚﾅｶｯﾀ部屋ｱﾙじｬﾅｲｯｽｶ｣,29,_4_｢那個，不是有進不去的房?｣,人工定稿,P7 校对修正
47,0x304,system,system,0811,4,,未翻,
48,0x309,dialogue,narrative,_4_｢ｱｱ……｣,11,_4_｢哦……｣,人工定稿,P7 校对修正
49,0x315,system,system,_0.0812,7,,未翻,
