seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t5_3_0_0.tob,27,,未翻,
2,0x1c,system,system,r2_t5_3_0_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン5_フリー移動イベント,31,ROM2_回合5_自由移動事件,人工定稿,
4,0x4c,dialogue,label,ROM2_ターン5_フリーイベント判定,31,ROM2_回合5_自由事件判定,人工定稿,
5,0x6c,dialogue,label,ROM2_ターン5_フリー移動,23,ROM2_回合5_自由移動,人工定稿,
6,0x84,dialogue,narrative,ロム2_ターン5_フリー移動場所セット,34,ROM2_回合5_自由移動場所設定,人工定稿,
7,0xa8,dialogue,command,フェードアウト,14,,未翻,
8,0xb8,dialogue,narrative,ロム2_ターン5_ダミー,20,ROM2_回合5_假資料,人工定稿,P7 终轮收口: ダミー→假資料 统一
9,0xd0,dialogue,narrative,ロム2_ﾀｿがﾚﾙ美紀,16,ROM2_落寞美紀,人工定稿,P7 校对修正
10,0xe1,dialogue,narrative,~ー薫ｻﾝﾆ言ﾜﾚﾀ通ﾘ､オフィス跡ﾆ向ｶｳﾄ､,34,~ー依照薰所説，走向事務室舊址時，,人工定稿,机翻警告: kana_residue
11,0x104,dialogue,narrative,崩壊ｼﾀ壁際ﾆ美紀ｸﾝが佇ﾝでｲﾀ｡,27,崩壞的牆邊，美紀佇立在那。,人工定稿,"P7 校对修正: 补 した/的, 佇む→佇立"
12,0x120,dialogue,narrative,外ﾉ様子がﾖｸ見ｴﾙﾎど壁ﾆ穴が空ｲﾃｲﾙｾｲｶ,34,或因壁面開洞，外面看得很清。,人工定稿,
13,0x144,dialogue,narrative,ﾋｭｳﾋｭｳﾄ風ﾉ音が聞ｺｴﾙ｡,20,能聽見風呼呼作響。,人工定稿,
14,0x15c,dialogue,narrative,一歩､踏ﾐ出ｼﾀﾘでﾓｽﾚば､,21,只要稍微踏出一歩，,人工定稿,
