seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t5_1_0_0.tob,27,,未翻,
2,0x1c,system,system,r2_t5_1_0_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン5,12,ROM2_回合5,人工定稿,
4,0x3c,dialogue,label,ROM2_香菜ﾉ隠ﾚ家,15,ROM2_香菜藏身處,人工定稿,P7 复核修正
5,0x4c,dialogue,label,ROM2_香菜バッド,15,ROM2_香菜壞結局,人工定稿,
6,0x5c,dialogue,command,フェードアウト,14,,未翻,
7,0x6c,dialogue,narrative,ロム2_落ﾁ込ﾑ美紀,16,ROM2_消沈的美紀,人工定稿,
8,0x80,dialogue,narrative,樫沢氏ﾉ死が確認ｻﾚ､ロックが解除ｻﾚﾃﾓ､,35,即使已確認樫澤的死，鎖定也已解除，,人工定稿,
9,0xa4,dialogue,narrative,ホールｶﾗ出ﾙ者ﾊ誰ﾓｲﾅｶｯﾀ｡,23,大廳裡也沒人出去,人工定稿,P7 词形统一: 没→沒(繁体正字)
10,0xbc,system,system,0087,4,,未翻,
11,0xc1,dialogue,narrative,_1_｢ｳｯ……ｳｳｳｯ……樫沢ｻﾝ……｣,29,_1_｢嗚……樫澤先生……｣,人工定稿,
12,0xe0,system,system,0045,4,,未翻,
13,0xe5,dialogue,narrative,_1_｢…………どｳｼﾃ……ｺﾝﾅｺﾄﾆ……｣,32,_1_｢……為何……會變成這樣……｣,人工定稿,P7 校对修正
14,0x108,dialogue,narrative,部屋ﾉｱﾁｺﾁで聞ｺｴﾙ嗚咽｡,21,房裡隨處有嗚咽聲,人工定稿,P7 校对修正
15,0x120,dialogue,narrative,森崎氏ﾓ､坂橋氏ﾓﾀだ呆然ﾄ立ﾁ尽ｸｼﾃｲﾙ｡,34,森崎先生和坂橋先生也都還茫然站著。,人工定稿,P7 校对修正
16,0x144,system,system,0862,4,,未翻,
17,0x149,dialogue,narrative,_1_｢美紀ｸﾝ……大丈夫ｶ?｣,23,_1_｢美紀……不要緊？｣,人工定稿,
18,0x164,dialogue,narrative,私ﾊ未だ扉ﾉ前で動ｶﾅｲ美紀ｸﾝﾆ声ｦｶｹﾀ｡,33,我向還站在門前不動的美紀搭話。,人工定稿,P7 校对修正
19,0x188,system,system,0670,4,,未翻,
20,0x18d,dialogue,narrative,_1_｢ｵ姉ｻﾏ……ｺﾚｯﾃｻ｡,19,_1_｢姐姐大人…這個,人工定稿,P7 校对修正
21,0x1a4,dialogue,narrative,ﾔｯぱﾘ……香菜ｻﾝﾉｾｲ､ﾅﾉｶﾅ｣,24,果然……是香菜的錯呀｣,人工定稿,机翻警告: quote_unbalanced
22,0x1c0,system,system,0863,4,,未翻,
23,0x1c5,dialogue,narrative,_1_｢ｲﾔ……香菜ｸﾝﾊ､市民だｯﾀﾖ｣,28,_1_｢不……香菜是市民哦。｣,人工定稿,
24,0x1e4,system,system,0671,4,,未翻,
25,0x1e9,dialogue,narrative,_1_｢……ﾎﾝﾄ､でｽｶ｣,17,_1_｢……真的？｣,人工定稿,
26,0x1fc,system,system,0864,4,,未翻,
27,0x201,dialogue,narrative,_1_｢ｱｱ｡調べﾀﾝだ｡間違ｲﾅｲ｣,24,_1_｢哦。査過，不會錯｣,人工定稿,
28,0x21c,system,system,0672,4,,未翻,
29,0x221,dialogue,narrative,_1_｢だｯﾀﾗ……だｯﾀﾗ誰が!｣,24,_1_｢那……那會是誰！｣,人工定稿,
30,0x23c,system,system,0865,4,,未翻,
31,0x241,dialogue,narrative,_1_｢……ｿﾚﾊﾜｶﾗﾅｲ｣,17,_1_｢……不知道｣,人工定稿,
32,0x254,system,system,0673,4,,未翻,
33,0x259,dialogue,narrative,_1_｢……ｳｯ､ｳｳ……｣,18,_1_｢……嗚……｣,人工定稿,
34,0x26c,system,system,0866,4,,未翻,
35,0x271,dialogue,narrative,_1_｢美紀ｸﾝ……｣,15,_1_｢美紀……｣,人工定稿,
36,0x281,system,system,ts,2,,未翻,
37,0x284,dialogue,narrative,ｲﾂﾓ場違ｲﾅﾎど明ﾙｸﾃ,17,總不合時宜地開朗,人工定稿,
38,0x298,dialogue,narrative,元気ﾅ美紀ｸﾝが､泣ｲﾃｲﾙ｡,21,活發的美紀正在哭泣,人工定稿,
39,0x2b0,dialogue,narrative,口論ﾉ絶ｴﾅｲ二人だｯﾀが､,21,是不斷爭論的二人,人工定稿,
40,0x2c8,dialogue,narrative,ｿﾚﾅﾘﾆ思ｳｺﾄﾊｱｯﾀﾖｳだ｡,19,但似乎也有己見,人工定稿,
41,0x2dc,system,system,0674,4,,未翻,
42,0x2e1,dialogue,narrative,_1_｢ｱｲﾂ……ｲﾁｲﾁ……偉ｿｳで……,29,_1_｢混蛋……總一副了不起……,人工定稿,
43,0x300,dialogue,narrative,気ﾆ食ﾜﾅｲ､ヤツで……嫌ｲﾅﾊず……,30,看不順眼的混蛋……該很討厭……,人工定稿,
44,0x320,dialogue,narrative,だｯﾀﾉﾆ……｣,11,明明……｣,人工定稿,
45,0x32c,system,system,0675,4,,未翻,
46,0x331,dialogue,narrative,_1_｢ﾅﾝで……涙が……止ﾏﾗﾅｲｯｽｶ……ｯ｣,35,_1_｢為何……涙……止不住……｣,人工定稿,
47,0x358,dialogue,narrative,噛ﾐ殺ｼﾀﾖｳﾆｿｳ訴ｴﾙ美紀ｸﾝﾆ､,24,向咬牙傾訴的美紀,人工定稿,
48,0x374,dialogue,narrative,私ﾊﾀだ､小ｻｸ頷ｸ｡,15,我只是默默點頭,人工定稿,
49,0x384,dialogue,narrative,悔ｼｻﾖﾘﾓ無力感ﾔ絶望ﾉ方が強ｲﾉだﾛｳ｡,32,比起悔恨，無力感和絶望更強,人工定稿,
50,0x3a8,dialogue,narrative,ｵｿﾗｸﾊ自分でﾓ何ｦ感じﾃｲﾙﾉｶﾜｶﾗﾅｲ｡,30,恐怕美紀自己也不明白心裡感受,人工定稿,P7 校对修正
51,0x3c8,dialogue,narrative,ｿﾝﾅ戸惑ｲﾄ矛盾ｼﾀ気持ﾁﾆ､,22,在困惑與矛盾心情中,人工定稿,
52,0x3e0,dialogue,narrative,美紀ｸﾝﾊ打ﾁﾋｼがﾚﾃｲﾀ｡,19,美紀被打撃得很慘。,人工定稿,
53,0x3f4,dialogue,narrative,……ｺﾝﾅ状態ﾉ彼女ｦ連ﾚ回ｽｺﾄﾊ出来ﾅｲﾅ｡,34,……不能帶這種状態的美紀到處走呀,人工定稿,P7 校对修正
54,0x418,system,system,0867,4,,未翻,
55,0x41d,dialogue,narrative,_1_｢……少ｼ､休ﾓｳ､美紀ｸﾝ｣,24,_1_｢……休息下，美紀｣,人工定稿,P7 校对修正
56,0x438,system,system,0676,4,,未翻,
57,0x43d,dialogue,narrative,_1_｢…………｣,13,_1_｢……｣,人工定稿,
58,0x44b,dialogue,narrative,.私ﾊ､力ﾉ入ｯﾃｲﾅｲ美紀ｸﾝｦ,22,.我把無力的美紀,人工定稿,
59,0x464,dialogue,narrative,半ば抱ｴﾙﾖｳﾆｼﾃ､,14,半扶半抱地，,人工定稿,
60,0x474,dialogue,narrative,彼女ｦ休憩所ﾆ連ﾚﾃｲｯﾀ｡,20,帶美紀去了休息區。,人工定稿,
