seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t6_4_1_0.tob,27,,未翻,
2,0x1c,system,system,r2_t6_4_1_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_ターン6_投票前イベント,27,ROM2_回合6_投票前事件,人工定稿,
4,0x48,dialogue,narrative,ロム2_TURN6_投票,16,ROM2_回合6_投票,人工定稿,
5,0x59,dialogue,narrative,前μﾙｶｦ調べﾙべｷ,15,應該先調査遙,人工定稿,
6,0x69,system,system,ts,2,,未翻,
7,0x6c,dialogue,narrative,ﾖｸ考ｴﾙべｷ,9,好好想想,人工定稿,
8,0x76,dialogue,narrative,0.<switch_err> ﾆ分岐ｼﾃｷﾀ,24,0.<switch_err> 分支到了,人工定稿,P7 校对修正
9,0x90,dialogue,label,ROM2_ターン6_投票分岐,21,ROM2_回合6_投票分支,人工定稿,
10,0xa8,dialogue,narrative,楓ﾆ投票,7,投給楓,人工定稿,
11,0xb0,dialogue,narrative,紅春ﾆ投票,9,投給紅春,人工定稿,
12,0xba,dialogue,narrative,0.ﾊﾙｶﾆ投票,10,0.投票給遙,人工定稿,
13,0xc5,dialogue,narrative,_0.昇ﾆ投票,10,_0.投給昇,人工定稿,
14,0xd0,dialogue,narrative,ターン6_調査分岐,16,回合6_調査分支,人工定稿,
15,0xe1,binary,system,"分�""f_美紀投票誰ﾓﾀｯﾃｲﾏｾﾝﾖ?""",-1,,未翻,
16,0x100,dialogue,narrative,ターン6_調査分岐_紅春,21,回合6_調査分支_紅春,人工定稿,
17,0x118,dialogue,narrative,昇ｦ調査,7,調査昇,人工定稿,
18,0x120,dialogue,narrative,唯柚ｦ調査,9,調査唯柚,人工定稿,
19,0x12a,dialogue,narrative,0.薫ｦ調査,9,0.調査薰,人工定稿,
20,0x134,dialogue,narrative,ﾂﾑじｦ調査,9,調査旋,人工定稿,
21,0x13e,dialogue,narrative,0.紅春ｦ調査,11,0.調査紅春,人工定稿,
22,0x14a,dialogue,narrative,0.ターン6_調査分岐_昇,21,0.回合6_調査分支_昇,人工定稿,
23,0x160,dialogue,narrative,ターン6_調査分岐_ﾊﾙｶ,20,回合6_調査分支_遙,人工定稿,
24,0x178,dialogue,narrative,ﾊﾙｶｦ調査,8,調査遙,人工定稿,
25,0x181,dialogue,narrative,_0.フェードアウト,17,_0.淡出,人工定稿,
26,0x194,dialogue,narrative,ロム2_ターン6_誰ﾆ投票ｽﾙ?,24,ROM2_回合6_要投票給誰?,人工定稿,
27,0x1b0,dialogue,narrative,『X』ﾆﾂｲﾃ大体ﾉ情報ｦ聞ｲﾃ回ﾙﾄ､,28,四處打聽『X』的大致信息，,人工定稿,
28,0x1d0,dialogue,narrative,私ﾄ美紀ｸﾝﾊオフィス跡ﾆﾔｯﾃｷﾀ｡,27,我和美紀來到了事務室舊址。,人工定稿,
29,0x1ec,system,system,0794,4,,未翻,
30,0x1f1,dialogue,narrative,_4_｢森崎ﾔ霞ﾁｬﾝﾊ日記ﾉｺﾄﾓｱｯﾀｶﾗ,28,_4_｢森崎和小霞也知道日記，,人工定稿,
31,0x210,dialogue,narrative,知ｯﾃﾀｯｽｹど……他ﾉ人達ﾉ反応ﾊ,27,雖知道……但其他人的反應,人工定稿,
32,0x22c,dialogue,narrative,特ﾆ変ﾜｯﾀ様子ﾊﾅｶｯﾀでｽﾖﾈ｣,23,沒特別奇怪的表現對不?｣,人工定稿,P7 校对修正
33,0x244,system,system,1115,4,,未翻,
34,0x249,dialogue,narrative,_4_｢質問ｦぶﾂｹﾙｺﾄで､,19,_4_｢靠著提出問題，,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
35,0x260,dialogue,narrative,ｵｶｼﾅ態度ｦ取ﾙ人物がｲﾀﾗﾄ思ｯﾀが……｣,33,我以為會有人態度可疑，不過……｣,人工定稿,机翻警告: quote_unbalanced
36,0x284,system,system,0795,4,,未翻,
37,0x289,dialogue,narrative,_4_｢ﾝｰ､でﾓｱﾉ中で､,17,_4_｢嘛，不過其中,人工定稿,
38,0x29c,dialogue,narrative,内心ﾋﾔﾋﾔｼﾃﾙヤツﾓｲﾙﾝｽﾖﾈ｣,23,也有人内心緊張對不?｣,人工定稿,P7 校对修正
39,0x2b4,system,system,1116,4,,未翻,
40,0x2b9,dialogue,narrative,_4_｢ｱｱ｡『X』ﾊ私達ﾉ中ﾆ,21,_4_｢哦『X』在我們中,人工定稿,
41,0x2d0,dialogue,narrative,確実ﾆ存在ｽﾙﾉだｶﾗﾅ｣,18,確實存在著呀｣,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
42,0x2e4,dialogue,narrative,証拠ﾅどﾅｸﾄﾓ､ｺﾚﾏでﾉ投票が,24,即使沒證據，至今的投票,人工定稿,
43,0x300,dialogue,narrative,ｿﾚｦ物語ｯﾃｲﾙ｡,12,已説明這點。,人工定稿,
44,0x30d,system,system,ts,2,,未翻,
45,0x310,system,system,0796,4,,未翻,
46,0x315,dialogue,narrative,_4_｢怪ｼｲﾄ言ｴば､ﾔｯぱﾘ『シリアルキラー』ﾉ,39,_4_｢要説可疑的話，果然『連環殺手』的,人工定稿,P7 校对修正
47,0x340,dialogue,narrative,ﾂﾑじｸﾝﾊ少ｼだｹ反応ｼﾃﾅｶｯﾀｽｶ?｣,27,旋，反應是不是有點太少了?｣,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
48,0x35c,system,system,1117,4,,未翻,
49,0x361,dialogue,narrative,_4_｢自分が疑ﾜﾚﾙﾄ思ｯﾃｲﾙﾉｶ､,25,_4_｢覺得自己會被起疑，,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
50,0x37c,dialogue,narrative,誰ｶｦ庇ｯﾃｲﾙﾉｶ……,16,還是在庇護誰……,人工定稿,
51,0x390,dialogue,narrative,ｿﾚﾄﾓ､『X』が誰ﾅﾉｶｦ知ｯﾃｲﾙﾉｶ……｣,31,又或者是知道『X』是誰……｣,人工定稿,机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced; 机翻警告: quote_unbalanced
52,0x3b0,system,system,0797,4,,未翻,
