seq,anchor,kind,role,orig,orig_bytes,trans,status,note
1,0x0,system,system,../tob/rom2/r2_t1_4_4_0.tob,27,,未翻,
2,0x1c,system,system,r2_t1_4_4_0.sts,15,,未翻,
3,0x2c,dialogue,label,ROM2_1ターン目終了後,20,ROM2_1回合結束後,人工定稿,
4,0x44,dialogue,command,フェードアウト,14,,未翻,
5,0x54,dialogue,narrative,ロム2_西野処刑,14,ROM2_西野處刑,人工定稿,
6,0x64,dialogue,narrative,ホールﾆ出ﾙﾄ､ﾐﾝﾅぞﾛぞﾛﾄ部屋ｶﾗ,28,來到大廳，正好大家陸續從房間,人工定稿,P7 校对修正
7,0x84,dialogue,narrative,出ﾃｸﾙﾄｺﾛだｯﾀ｡,13,出來｡,人工定稿,P7 校对修正
8,0x92,system,system,s,1,,未翻,
9,0x94,system,system,0102,4,,未翻,
10,0x99,dialogue,narrative,_4_｢僕が無事……ﾄｲｳｺﾄﾊ,22,_4_｢我平安無事……,人工定稿,导入警告: kana_residue
11,0xb0,dialogue,narrative,作戦ﾊｳﾏｸ行ｯﾀﾝでｼｮｳﾈ｣,20,也説明作戰很順利呀｣,人工定稿,P7 校对修正
12,0xc8,system,system,0009,4,,未翻,
13,0xcd,dialogue,narrative,_4_｢ｴｯﾄｫ……ﾐﾝﾅｲﾏｽｶｧ?｣,22,_4_｢那個……大家都在?｣,人工定稿,P7 校对修正
14,0xe4,system,system,0017,4,,未翻,
15,0xe9,dialogue,narrative,_4_｢だｲﾀｲ揃ｯﾃﾙﾝじｬﾈｪｶ?,22,_4_｢差不多都齊了對不?｣,人工定稿,P7 校对修正
16,0x100,dialogue,narrative,ﾌﾋｬﾋｬﾋｬ｣,8,桀桀桀｣,人工定稿,导入警告: kana_residue
17,0x109,system,system,_0.0277,7,,未翻,
18,0x111,dialogue,narrative,_4_｢楓ｵ姉ｻﾏ……!｣,17,_4_｢楓姐姐大人!｣,人工定稿,导入警告: kana_residue
19,0x124,system,system,0403,4,,未翻,
20,0x129,dialogue,narrative,_4_｢美紀ｸﾝ､大丈夫だｯﾀｶ?｣,24,_4_｢美紀，沒事了?｣,人工定稿,P7 校对修正
21,0x144,system,system,0278,4,,未翻,
22,0x149,dialogue,narrative,_4_｢ｱﾀｼﾊ平気ｯｽ｡,15,_4_｢我沒事｡,人工定稿,导入警告: kana_residue
23,0x159,system,system,ts,2,,未翻,
24,0x15c,dialogue,narrative,ｿﾚﾖﾘ､ｵ姉ｻﾏが無事で何ﾖﾘｯｽ!｣,26,姐姐大人平安比什麼都好!｣,人工定稿,P7 校对修正
25,0x178,dialogue,narrative,美紀ｸﾝﾊ私ﾉ姿ｦ見ﾃホｯﾄｼﾀﾉｶ､,25,美紀看見我的樣子鬆了口氣,人工定稿,P7 校对修正
26,0x194,dialogue,narrative,深ｸ息ｦ吐ｷ出ｼﾀ｡,14,深深吐出口氣｡,人工定稿,P7 校对修正
27,0x1a4,system,system,0404,4,,未翻,
28,0x1a9,dialogue,narrative,_4_｢ｳﾑ｡……で､他ﾉ人ﾊ､揃ｯﾃﾙﾉｶ?｣,30,_4_｢唔……其他人都到齊了?｣,人工定稿,P7 校对修正
29,0x1c8,system,system,0279,4,,未翻,
30,0x1cd,dialogue,narrative,_4_｢ﾏだﾜｶﾗﾅｲｯｽ｡,15,_4_｢還不清楚｡,人工定稿,导入警告: kana_residue
31,0x1dd,system,system,ts,2,,未翻,
32,0x1e0,dialogue,narrative,ｱ､ｱﾚ……｣,9,那個……｣,人工定稿,导入警告: kana_residue
33,0x1ea,system,system,0.0405,6,,未翻,
34,0x1f1,dialogue,narrative,_4_｢ｳﾝ?｣,8,_4_｢唔?｣,人工定稿,导入警告: kana_residue
35,0x1fa,dialogue,narrative,4_美紀ｸﾝﾉ指差ｽ方向で森崎氏がキョロキョロﾄ……,45,4_順著美紀指的方向，森崎四處張望……,人工定稿,P7 校对修正
36,0x228,dialogue,narrative,ｵｿﾗｸ香菜ｸﾝｦ探ｼﾃｲﾙ｡,18,大概是在找香菜｡,人工定稿,导入警告: kana_residue
37,0x23c,system,system,0061,4,,未翻,
38,0x241,dialogue,narrative,_4_｢香菜､ｲﾙｶ?｣,14,_4_｢香菜在?｣,人工定稿,P7 校对修正
39,0x250,system,system,0089,4,,未翻,
40,0x255,dialogue,narrative,_4_｢何､呼ﾝだ?｣,14,_4_｢怎麼叫我?｣,人工定稿,P7 校对修正
41,0x264,system,system,0062,4,,未翻,
42,0x269,dialogue,narrative,_4_｢ｱｱ､ｲﾔ､ｲﾙｶ確認ｼﾀだｹだ｣,25,_4_｢只是確認一下在不在｣,人工定稿,导入警告: kana_residue
43,0x284,system,system,0090,4,,未翻,
44,0x289,dialogue,narrative,_4_｢ﾅﾆﾅﾆ､心配ｼﾃｸﾚﾀﾉ?,20,_4_｢怎麼，擔心我了?,人工定稿,导入警告: kana_residue
45,0x2a0,dialogue,narrative,可愛ｲﾄｺｱﾙじｬｰﾝ｣,15,也有可愛一面呀｣,人工定稿,P7 校对修正
46,0x2b0,system,system,0063,4,,未翻,
47,0x2b5,dialogue,narrative,_4_｢ｳ､ｳｯｾｪ｣,11,_4_｢好煩｣,人工定稿,导入警告: kana_residue
48,0x2c1,system,system,_0.0280,7,,未翻,
49,0x2c9,dialogue,narrative,_4_｢ｳﾋｬｰｯ､相変ﾜﾗずラブラブｯｽﾈ!｣,31,_4_｢嗚呀――，還是這麼恩愛呀!｣,人工定稿,P7 校对修正
50,0x2ec,dialogue,narrative,……ﾔﾚﾔﾚ｡呑気ﾅﾓﾉだ｡,19,……嘖嘖｡真是悠閒｡,人工定稿,导入警告: kana_residue
51,0x300,system,system,0103,4,,未翻,
52,0x305,dialogue,narrative,_4_｢ｻﾃ､ﾐﾅｻﾝ揃ｯﾀﾖｳでｽﾉで,23,_4_｢那麼各位都到齊了､,人工定稿,导入警告: kana_residue
53,0x320,dialogue,narrative,一応確認ｦ……｣,14,確認一下……｣,人工定稿,导入警告: kana_residue
54,0x330,system,system,0040,4,,未翻,
55,0x335,dialogue,narrative,_4_｢だ､出ｼﾀﾏｴ……ｯ!!!｣,22,_4_｢快，出來……!!｣,人工定稿,导入警告: kana_residue
56,0x34c,dialogue,narrative,樫沢氏が仕切ﾘ始ﾒﾀﾄｺﾛで､,23,就在樫澤開始主持時､,人工定稿,导入警告: kana_residue
57,0x364,dialogue,narrative,大ｷﾅ声が響ｲﾀ｡,13,響起大喊聲｡,人工定稿,导入警告: kana_residue
58,0x372,system,system,s,1,,未翻,
59,0x374,system,system,0104,4,,未翻,
60,0x379,dialogue,narrative,_4_｢今ﾉ声ﾊ……!｣,16,_4_｢剛才的聲音!｣,人工定稿,导入警告: kana_residue
61,0x38a,system,system,s,1,,未翻,
62,0x38c,dialogue,narrative,……ﾏｻｶ｡,8,不會的｡,人工定稿,导入警告: kana_residue
63,0x395,dialogue,narrative,_0.ｱﾀﾘｦ見渡ｼ､メンバーｦ確認ｽﾙ｡,29,_0.環顧四周，確認成員｡,人工定稿,导入警告: kana_residue
64,0x3b4,dialogue,narrative,美紀ｸﾝ､香菜ｸﾝ､森崎氏､,21,美紀，香菜，森崎，,人工定稿,
65,0x3cc,dialogue,narrative,ﾂﾑじｸﾝ､ﾊﾙｶｸﾝ､唯柚ｸﾝ､紅春ｸﾝ､,27,旋，遙，唯柚，紅春，,人工定稿,
66,0x3e8,dialogue,narrative,霞ｸﾝ､坂橋氏､ジャック氏､樫沢氏､薫ｻﾝ……｡,39,霞，坂橋，傑克，樫澤，薰……｡,人工定稿,导入警告: kana_residue
67,0x410,system,system,0406,4,,未翻,
68,0x415,dialogue,narrative,_4_｢……! 西野氏ﾊ!?｣,20,_4_｢……!西野不在!?｣,人工定稿,导入警告: kana_residue
69,0x42c,dialogue,narrative,――携帯が震ｴﾀ｡,15,――手機震動了｡,人工定稿,导入警告: kana_residue
70,0x43c,dialogue,narrative,ｵｿﾗｸ､全員一斉ﾆ着信ｼﾀﾉだﾛｳ｡,26,大概，所有人同時收到了｡,人工定稿,导入警告: kana_residue
71,0x458,dialogue,narrative,全員が顔ｦ見合ﾜｾ､携帯ｦ開ｸ｡,25,所有人互相對望，打開手機｡,人工定稿,导入警告: kana_residue
72,0x474,dialogue,narrative,差出人『Mailer-Daemon』｡,24,寄件人『Mailer-Daemon』｡,人工定稿,导入警告: kana_residue
73,0x490,dialogue,narrative,件名『次ﾉ犠牲者ｦオシラセシマス』｡,33,標題『通知下一位犧牲者』｡,人工定稿,导入警告: kana_residue
74,0x4b4,dialogue,narrative,ｿｼﾃ本文ﾊ――,12,而正文是――,人工定稿,
75,0x4c1,system,system,ts,2,,未翻,
76,0x4c4,dialogue,narrative,『今回ﾉ死亡者ﾊ､』,17,『這次的死者，』,人工定稿,
77,0x4d8,dialogue,narrative,『西野吉勇ｻﾝでｽ』,17,『是西野吉勇』,人工定稿,
